E4P1_N_ml,E4P1_N_mAU
0.68924,14.085043
0.689738,14.086523
0.690236,14.087749
0.690734,14.088354
0.691231,14.089318
0.691729,14.08995
0.692227,14.090328
0.692724,14.091304
0.693222,14.09196
0.69372,14.092824
0.694218,14.0939
0.694715,14.094482
0.695213,14.094831
0.695711,14.095274
0.696208,14.095759
0.696706,14.095728
0.697204,14.096748
0.697701,14.097651
0.698199,14.096972
0.698697,14.096821
0.699195,14.09764
0.699692,14.097835
0.70019,14.099266
0.700688,14.102117
0.701185,14.10335
0.701683,14.103098
0.702181,14.102895
0.702679,14.10333
0.703176,14.103456
0.703674,14.103267
0.704172,14.102449
0.704669,14.101645
0.705167,14.10134
0.705665,14.100896
0.706162,14.099972
0.70666,14.099433
0.707158,14.098878
0.707656,14.098927
0.708153,14.097647
0.708651,14.097648
0.709149,14.097674
0.709646,14.097952
0.710144,14.097576
0.710642,14.099367
0.71114,14.100607
0.711637,14.101935
0.712135,14.102643
0.712633,14.103997
0.71313,14.103952
0.713628,14.100183
0.714126,14.099643
0.714623,14.102642
0.715121,14.103538
0.715619,14.104152
0.716117,14.104638
0.716614,14.10437
0.717112,14.102712
0.71761,14.102791
0.718107,14.102574
0.718605,14.102508
0.719103,14.101379
0.719601,14.101099
0.720098,14.10141
0.720596,14.10388
0.721094,14.103304
0.721591,14.103355
0.722089,14.103492
0.722587,14.102713
0.723084,14.101657
0.723582,14.101322
0.72408,14.100489
0.724578,14.100716
0.725075,14.098754
0.725573,14.097888
0.726071,14.098783
0.726568,14.099241
0.727066,14.097163
0.727564,14.097985
0.728062,14.09796
0.728559,14.097608
0.729057,14.097767
0.729555,14.102028
0.730052,14.101357
0.73055,14.102052
0.731048,14.103291
0.731545,14.105333
0.732043,14.106072
0.732541,14.105598
0.733039,14.103381
0.733536,14.103362
0.734034,14.102969
0.734532,14.102984
0.735029,14.102547
0.735527,14.103048
0.736025,14.104036
0.736523,14.104963
0.73702,14.104047
0.737518,14.105675
0.738016,14.105127
0.738513,14.105954
0.739011,14.105287
0.739509,14.104417
0.740006,14.101324
0.740504,14.099785
0.741002,14.099223
0.7415,14.097609
0.741997,14.094681
0.742495,14.097072
0.742993,14.097267
0.74349,14.098095
0.743988,14.097908
0.744486,14.096425
0.744984,14.097793
0.745481,14.098567
0.745979,14.096991
0.746477,14.097766
0.746974,14.097483
0.747472,14.098497
0.74797,14.097033
0.748467,14.096189
0.748965,14.096182
0.749463,14.097472
0.749961,14.096559
0.750458,14.095193
0.750956,14.093404
0.751454,14.092095
0.751951,14.091749
0.752449,14.092587
0.752947,14.092998
0.753445,14.093746
0.753942,14.095491
0.75444,14.095846
0.754938,14.094742
0.755435,14.093683
0.755933,14.091959
0.756431,14.091441
0.756928,14.09234
0.757426,14.092547
0.757924,14.092702
0.758422,14.094972
0.758919,14.094462
0.759417,14.093293
0.759915,14.09228
0.760412,14.092134
0.76091,14.092601
0.761408,14.091896
0.761906,14.092299
0.762403,14.092006
0.762901,14.092521
0.763399,14.093939
0.763896,14.094702
0.764394,14.095637
0.764892,14.096958
0.765389,14.095921
0.765887,14.0951
0.766385,14.093966
0.766883,14.093259
0.76738,14.092362
0.767878,14.092291
0.768376,14.09259
0.768873,14.091681
0.769371,14.091905
0.769869,14.090864
0.770367,14.089509
0.770864,14.088474
0.771362,14.086357
0.77186,14.086988
0.772357,14.088146
0.772855,14.089229
0.773353,14.088463
0.77385,14.087356
0.774348,14.085704
0.774846,14.085305
0.775344,14.084328
0.775841,14.084127
0.776339,14.084741
0.776837,14.085283
0.777334,14.08454
0.777832,14.085557
0.77833,14.086592
0.778828,14.087654
0.779325,14.088346
0.779823,14.090551
0.780321,14.091089
0.780818,14.091256
0.781316,14.091714
0.781814,14.091683
0.782311,14.091352
0.782809,14.091536
0.783307,14.092024
0.783805,14.093017
0.784302,14.092508
0.7848,14.092808
0.785298,14.092849
0.785795,14.092806
0.786293,14.094164
0.786791,14.094752
0.787289,14.095642
0.787786,14.096454
0.788284,14.095815
0.788782,14.095309
0.789279,14.094533
0.789777,14.095324
0.790275,14.096023
0.790773,14.095757
0.79127,14.095969
0.791768,14.096371
0.792266,14.096205
0.792763,14.097043
0.793261,14.098329
0.793759,14.098112
0.794256,14.097173
0.794754,14.096686
0.795252,14.096256
0.79575,14.096525
0.796247,14.096506
0.796745,14.096372
0.797243,14.095737
0.79774,14.096014
0.798238,14.096354
0.798736,14.095978
0.799234,14.095513
0.799731,14.094476
0.800229,14.095138
0.800727,14.096527
0.801224,14.097154
0.801722,14.097588
0.80222,14.096701
0.802717,14.096296
0.803215,14.096459
0.803713,14.095615
0.804211,14.094821
0.804708,14.094313
0.805206,14.092894
0.805704,14.091788
0.806201,14.091434
0.806699,14.092026
0.807197,14.094447
0.807695,14.096265
0.808192,14.096946
0.80869,14.098747
0.809188,14.101119
0.809685,14.101356
0.810183,14.100302
0.810681,14.102291
0.811178,14.104248
0.811676,14.104136
0.812174,14.103873
0.812672,14.104511
0.813169,14.104673
0.813667,14.10268
0.814165,14.100835
0.814662,14.099269
0.81516,14.098632
0.815658,14.098878
0.816156,14.100184
0.816653,14.100165
0.817151,14.099238
0.817649,14.097605
0.818146,14.097787
0.818644,14.099009
0.819142,14.100133
0.819639,14.100047
0.820137,14.098371
0.820635,14.09884
0.821133,14.097834
0.82163,14.096096
0.822128,14.093662
0.822626,14.094701
0.823123,14.095415
0.823621,14.094105
0.824119,14.094012
0.824617,14.094827
0.825114,14.095061
0.825612,14.092731
0.82611,14.093949
0.826607,14.096609
0.827105,14.098166
0.827603,14.099099
0.8281,14.098739
0.828598,14.096868
0.829096,14.096369
0.829594,14.099163
0.830091,14.100613
0.830589,14.101298
0.831087,14.099255
0.831584,14.099017
0.832082,14.098668
0.83258,14.099239
0.833078,14.099054
0.833575,14.098887
0.834073,14.100132
0.834571,14.102598
0.835068,14.100985
0.835566,14.101024
0.836064,14.099381
0.836561,14.09868
0.837059,14.098625
0.837557,14.097973
0.838055,14.099482
0.838552,14.100598
0.83905,14.09942
0.839548,14.099583
0.840045,14.100585
0.840543,14.10005
0.841041,14.100801
0.841539,14.10125
0.842036,14.098287
0.842534,14.096965
0.843032,14.095657
0.843529,14.098266
0.844027,14.098097
0.844525,14.098369
0.845022,14.096772
0.84552,14.095513
0.846018,14.09619
0.846516,14.095807
0.847013,14.09393
0.847511,14.095522
0.848009,14.096125
0.848506,14.095134
0.849004,14.095041
0.849502,14.0953
0.85,14.094595
0.850497,14.095621
0.850995,14.092412
0.851493,14.094359
0.85199,14.093593
0.852488,14.094837
0.852986,14.09643
0.853483,14.096997
0.853981,14.096883
0.854479,14.096288
0.854977,14.096919
0.855474,14.096258
0.855972,14.094842
0.85647,14.095954
0.856967,14.097692
0.857465,14.099282
0.857963,14.098891
0.858461,14.099823
0.858958,14.09691
0.859456,14.096838
0.859954,14.095931
0.860451,14.096487
0.860949,14.097902
0.861447,14.097255
0.861944,14.098159
0.862442,14.098121
0.86294,14.098907
0.863438,14.101932
0.863935,14.101159
0.864433,14.102074
0.864931,14.100461
0.865428,14.099413
0.865926,14.098728
0.866424,14.099172
0.866922,14.100736
0.867419,14.101666
0.867917,14.102191
0.868415,14.103581
0.868912,14.103209
0.86941,14.101871
0.869908,14.101326
0.870405,14.101416
0.870903,14.101976
0.871401,14.101422
0.871899,14.103445
0.872396,14.10392
0.872894,14.104114
0.873392,14.102893
0.873889,14.102613
0.874387,14.103636
0.874885,14.103988
0.875383,14.103932
0.87588,14.101891
0.876378,14.099631
0.876876,14.098948
0.877373,14.098701
0.877871,14.097261
0.878369,14.095829
0.878866,14.096705
0.879364,14.097204
0.879862,14.099069
0.88036,14.100234
0.880857,14.100764
0.881355,14.102764
0.881853,14.103271
0.88235,14.102552
0.882848,14.102034
0.883346,14.101748
0.883844,14.101947
0.884341,14.10183
0.884839,14.102659
0.885337,14.101566
0.885834,14.101189
0.886332,14.100917
0.88683,14.100327
0.887327,14.100069
0.887825,14.099466
0.888323,14.099786
0.888821,14.100379
0.889318,14.100523
0.889816,14.10051
0.890314,14.101696
0.890811,14.102484
0.891309,14.100805
0.891807,14.100363
0.892305,14.098267
0.892802,14.095551
0.8933,14.09332
0.893798,14.092133
0.894295,14.092257
0.894793,14.09151
0.895291,14.09084
0.895788,14.09043
0.896286,14.090827
0.896784,14.090386
0.897282,14.089891
0.897779,14.090428
0.898277,14.090453
0.898775,14.090513
0.899272,14.089958
0.89977,14.090503
0.900268,14.09197
0.900766,14.092208
0.901263,14.092328
0.901761,14.092584
0.902259,14.093556
0.902756,14.094393
0.903254,14.094351
0.903752,14.094484
0.904249,14.094255
0.904747,14.095648
0.905245,14.097705
0.905743,14.09876
0.90624,14.099021
0.906738,14.09973
0.907236,14.101498
0.907733,14.102876
0.908231,14.102334
0.908729,14.101248
0.909227,14.101439
0.909724,14.101105
0.910222,14.100732
0.91072,14.100234
0.911217,14.100275
0.911715,14.100602
0.912213,14.099661
0.91271,14.099383
0.913208,14.099926
0.913706,14.099879
0.914204,14.099338
0.914701,14.099058
0.915199,14.098764
0.915697,14.099622
0.916194,14.099513
0.916692,14.098241
0.91719,14.097218
0.917688,14.096327
0.918185,14.095705
0.918683,14.095123
0.919181,14.09295
0.919678,14.094492
0.920176,14.093137
0.920674,14.091967
0.921171,14.09407
0.921669,14.095214
0.922167,14.095195
0.922665,14.095707
0.923162,14.096622
0.92366,14.097886
0.924158,14.097548
0.924655,14.097838
0.925153,14.097911
0.925651,14.096902
0.926149,14.095146
0.926646,14.095563
0.927144,14.096365
0.927642,14.096695
0.928139,14.096268
0.928637,14.096589
0.929135,14.097361
0.929632,14.097501
0.93013,14.097466
0.930628,14.097925
0.931126,14.097034
0.931623,14.097902
0.932121,14.094378
0.932619,14.093513
0.933116,14.093815
0.933614,14.09345
0.934112,14.093346
0.93461,14.092761
0.935107,14.091096
0.935605,14.092181
0.936103,14.091224
0.9366,14.0916
0.937098,14.089616
0.937596,14.090037
0.938093,14.090937
0.938591,14.091354
0.939089,14.092594
0.939587,14.092075
0.940084,14.090625
0.940582,14.090152
0.94108,14.088686
0.941577,14.088533
0.942075,14.088606
0.942573,14.089062
0.943071,14.088984
0.943568,14.091376
0.944066,14.093212
0.944564,14.094544
0.945061,14.095811
0.945559,14.096434
0.946057,14.096042
0.946554,14.097023
0.947052,14.096505
0.94755,14.096434
0.948048,14.096008
0.948545,14.098673
0.949043,14.10043
0.949541,14.103089
0.950038,14.103349
0.950536,14.103393
0.951034,14.10636
0.951532,14.105063
0.952029,14.105331
0.952527,14.105301
0.953025,14.106854
0.953522,14.10881
0.95402,14.110078
0.954518,14.113856
0.955015,14.112805
0.955513,14.113485
0.956011,14.111048
0.956509,14.109214
0.957006,14.110584
0.957504,14.110636
0.958002,14.112191
0.958499,14.111461
0.958997,14.110061
0.959495,14.111121
0.959993,14.114306
0.96049,14.11487
0.960988,14.114629
0.961486,14.112932
0.961983,14.112556
0.962481,14.112692
0.962979,14.112158
0.963476,14.111072
0.963974,14.110624
0.964472,14.110329
0.96497,14.109792
0.965467,14.110874
0.965965,14.110683
0.966463,14.110151
0.96696,14.106585
0.967458,14.107919
0.967956,14.108423
0.968454,14.109299
0.968951,14.108986
0.969449,14.108429
0.969947,14.109656
0.970444,14.108631
0.970942,14.108189
0.97144,14.109882
0.971937,14.110377
0.972435,14.109127
0.972933,14.107208
0.973431,14.106269
0.973928,14.10576
0.974426,14.105012
0.974924,14.103613
0.975421,14.102878
0.975919,14.103214
0.976417,14.102988
0.976915,14.103195
0.977412,14.103381
0.97791,14.103318
0.978408,14.103295
0.978905,14.103074
0.979403,14.102187
0.979901,14.101673
0.980398,14.100679
0.980896,14.099628
0.981394,14.100711
0.981892,14.101822
0.982389,14.101587
0.982887,14.09987
0.983385,14.099946
0.983882,14.100392
0.98438,14.099775
0.984878,14.099693
0.985376,14.100202
0.985873,14.099898
0.986371,14.099796
0.986869,14.099711
0.987366,14.100606
0.987864,14.101135
0.988362,14.099845
0.988859,14.099109
0.989357,14.098312
0.989855,14.098035
0.990353,14.097242
0.99085,14.094202
0.991348,14.092772
0.991846,14.092853
0.992343,14.092915
0.992841,14.092834
0.993339,14.092291
0.993837,14.091305
0.994334,14.090476
0.994832,14.089311
0.99533,14.088416
0.995827,14.087828
0.996325,14.086149
0.996823,14.085114
0.99732,14.085233
0.997818,14.085417
0.998316,14.085431
0.998814,14.085174
0.999311,14.085275
0.999809,14.084936
1.000307,14.084688
1.000804,14.086335
1.001302,14.087441
1.0018,14.088265
1.002298,14.089431
1.002795,14.090951
1.003293,14.092337
1.003791,14.092825
1.004288,14.093216
1.004786,14.093886
1.005284,14.094759
1.005781,14.095186
1.006279,14.09564
1.006777,14.096297
1.007275,14.097564
1.007772,14.09866
1.00827,14.100321
1.008768,14.102195
1.009265,14.103241
1.009763,14.103905
1.010261,14.105058
1.010759,14.105989
1.011256,14.106783
1.011754,14.107009
1.012252,14.106138
1.012749,14.105237
1.013247,14.104576
1.013745,14.104349
1.014242,14.104936
1.01474,14.104823
1.015238,14.104124
1.015736,14.102855
1.016233,14.102237
1.016731,14.102373
1.017229,14.102362
1.017726,14.101686
1.018224,14.101603
1.018722,14.101445
1.01922,14.101441
1.019717,14.101295
1.020215,14.101661
1.020713,14.102199
1.02121,14.101127
1.021708,14.099538
1.022206,14.099184
1.022703,14.098486
1.023201,14.098125
1.023699,14.099102
1.024197,14.099385
1.024694,14.099771
1.025192,14.102058
1.02569,14.10144
1.026187,14.101886
1.026685,14.101364
1.027183,14.099822
1.027681,14.099728
1.028178,14.100607
1.028676,14.101899
1.029174,14.10115
1.029671,14.100633
1.030169,14.099409
1.030667,14.100199
1.031164,14.101044
1.031662,14.102054
1.03216,14.102178
1.032658,14.103595
1.033155,14.103797
1.033653,14.101688
1.034151,14.103373
1.034648,14.104783
1.035146,14.104237
1.035644,14.102816
1.036142,14.101821
1.036639,14.099727
1.037137,14.101215
1.037635,14.099842
1.038132,14.099261
1.03863,14.098567
1.039128,14.098458
1.039626,14.098454
1.040123,14.098866
1.040621,14.098548
1.041119,14.099356
1.041616,14.099773
1.042114,14.099614
1.042612,14.100978
1.043109,14.101174
1.043607,14.101498
1.044105,14.10129
1.044603,14.101452
1.0451,14.100248
1.045598,14.100224
1.046096,14.100102
1.046593,14.099102
1.047091,14.098278
1.047589,14.096638
1.048087,14.096583
1.048584,14.097172
1.049082,14.096382
1.04958,14.09536
1.050077,14.096283
1.050575,14.096984
1.051073,14.097265
1.05157,14.098139
1.052068,14.097219
1.052566,14.095387
1.053064,14.095251
1.053561,14.09515
1.054059,14.094715
1.054557,14.096281
1.055054,14.096596
1.055552,14.097468
1.05605,14.096139
1.056548,14.094837
1.057045,14.094469
1.057543,14.094746
1.058041,14.094492
1.058538,14.094684
1.059036,14.095713
1.059534,14.095958
1.060031,14.097643
1.060529,14.098985
1.061027,14.098609
1.061525,14.100888
1.062022,14.100665
1.06252,14.09901
1.063018,14.099649
1.063515,14.100222
1.064013,14.098536
1.064511,14.099094
1.065009,14.099686
1.065506,14.101542
1.066004,14.101073
1.066502,14.10125
1.066999,14.0985
1.067497,14.099221
1.067995,14.097586
1.068492,14.097584
1.06899,14.097989
1.069488,14.096445
1.069986,14.096517
1.070483,14.096527
1.070981,14.098475
1.071479,14.09819
1.071976,14.098143
1.072474,14.098373
1.072972,14.097246
1.07347,14.095788
1.073967,14.094689
1.074465,14.093795
1.074963,14.094315
1.07546,14.09322
1.075958,14.091557
1.076456,14.093119
1.076953,14.092823
1.077451,14.093451
1.077949,14.092024
1.078447,14.091489
1.078944,14.09176
1.079442,14.093652
1.07994,14.095459
1.080437,14.094156
1.080935,14.095204
1.081433,14.095118
1.081931,14.094523
1.082428,14.0948
1.082926,14.09397
1.083424,14.092968
1.083921,14.09154
1.084419,14.090704
1.084917,14.089852
1.085414,14.087614
1.085912,14.086805
1.08641,14.086644
1.086908,14.087507
1.087405,14.088578
1.087903,14.088573
1.088401,14.088614
1.088898,14.088996
1.089396,14.088396
1.089894,14.088346
1.090392,14.087511
1.090889,14.087373
1.091387,14.087315
1.091885,14.087062
1.092382,14.086141
1.09288,14.085357
1.093378,14.084126
1.093875,14.08428
1.094373,14.085159
1.094871,14.08543
1.095369,14.085163
1.095866,14.08454
1.096364,14.083899
1.096862,14.082971
1.097359,14.083592
1.097857,14.086344
1.098355,14.08886
1.098853,14.09127
1.09935,14.092575
1.099848,14.092396
1.100346,14.093276
1.100843,14.09538
1.101341,14.095895
1.101839,14.095315
1.102336,14.095071
1.102834,14.095718
1.103332,14.095417
1.10383,14.094398
1.104327,14.09338
1.104825,14.093642
1.105323,14.09486
1.10582,14.095793
1.106318,14.095569
1.106816,14.095851
1.107314,14.097458
1.107811,14.098853
1.108309,14.099101
1.108807,14.099815
1.109304,14.10247
1.109802,14.104126
1.1103,14.104125
1.110797,14.103212
1.111295,14.101191
1.111793,14.099304
1.112291,14.09914
1.112788,14.098391
1.113286,14.096128
1.113784,14.095586
1.114281,14.097234
1.114779,14.098053
1.115277,14.098187
1.115775,14.098594
1.116272,14.098801
1.11677,14.098866
1.117268,14.099431
1.117765,14.099035
1.118263,14.098032
1.118761,14.098587
1.119258,14.09801
1.119756,14.097466
1.120254,14.09725
1.120752,14.097579
1.121249,14.097095
1.121747,14.095215
1.122245,14.0933
1.122742,14.093431
1.12324,14.094069
1.123738,14.093874
1.124236,14.094269
1.124733,14.09572
1.125231,14.09723
1.125729,14.098943
1.126226,14.099419
1.126724,14.098429
1.127222,14.097855
1.127719,14.097919
1.128217,14.099494
1.128715,14.100582
1.129213,14.100245
1.12971,14.100701
1.130208,14.102321
1.130706,14.103216
1.131203,14.10321
1.131701,14.104002
1.132199,14.102862
