E2P2_N_ml,E2P2_N_mAU,E2P2_R_ml,E2P2_R_mAU,E3P3_N_ml,E3P3_N_mAU,E3P3_R_ml,E3P3_R_mAU,E4P1_N_ml,E4P1_N_mAU,E4P1_R_ml,E4P1_R_mAU
4.405955,0.512809,4.385894,0.316201,5.129345,0.639035,-10.330284,0.57604,3.655071,14.126001,3.660413,14.201899
4.40678,0.513554,4.386681,0.316825,5.130172,0.635776,-10.329785,0.576136,3.655568,14.128261,3.660912,14.201244
4.407605,0.514294,4.387467,0.316524,5.131,0.634339,-10.329287,0.575587,3.656066,14.127358,3.661411,14.200572
4.40843,0.514679,4.388254,0.316175,5.131827,0.634031,-10.328787,0.576491,3.656564,14.129202,3.661909,14.199092
4.409255,0.514868,4.389041,0.316881,5.132654,0.634082,-10.328288,0.577635,3.657062,14.130486,3.662407,14.197145
4.410079,0.513386,4.389828,0.31745,5.133482,0.634483,-10.327789,0.577251,3.65756,14.131276,3.662906,14.197756
4.410904,0.513156,4.390614,0.317704,5.134309,0.634394,-10.327291,0.577223,3.658057,14.129922,3.663404,14.198531
4.411729,0.513823,4.3914,0.318849,5.135136,0.636016,-10.326792,0.576781,3.658555,14.129887,3.663903,14.2
4.412554,0.516237,4.392187,0.320632,5.135963,0.638425,-10.326292,0.574952,3.659053,14.130375,3.664402,14.200943
4.413379,0.516767,4.392974,0.321655,5.136791,0.639246,-10.325793,0.575912,3.65955,14.13332,3.664899,14.202879
4.414204,0.520603,4.393761,0.321884,5.137618,0.640408,-10.325294,0.575215,3.660048,14.133017,3.665398,14.204387
4.415029,0.520826,4.394547,0.322408,5.138445,0.640944,-10.324795,0.575475,3.660546,14.134887,3.665897,14.205576
4.415854,0.520417,4.395333,0.325187,5.139273,0.642386,-10.324296,0.576637,3.661043,14.133711,3.666395,14.207316
4.416678,0.520594,4.39612,0.324197,5.1401,0.642201,-10.323797,0.576479,3.661541,14.135182,3.666893,14.208543
4.417503,0.520909,4.396907,0.323988,5.140927,0.642077,-10.323298,0.574851,3.662039,14.133393,3.667392,14.20892
4.418328,0.519979,4.397694,0.323302,5.141755,0.644402,-10.3228,0.573884,3.662536,14.134065,3.66789,14.208613
4.419153,0.521244,4.39848,0.32223,5.142582,0.644748,-10.3223,0.57494,3.663034,14.137097,3.668389,14.207681
4.419978,0.520497,4.399267,0.319951,5.143409,0.644266,-10.321801,0.577511,3.663532,14.138718,3.668888,14.208961
4.420803,0.520639,4.400054,0.319597,5.144237,0.645757,-10.321302,0.577076,3.664029,14.137444,3.669385,14.210846
4.421628,0.519815,4.40084,0.318625,5.145064,0.646264,-10.320803,0.57759,3.664527,14.136738,3.669884,14.211442
4.422452,0.520651,4.401627,0.319698,5.145891,0.646647,-10.320304,0.575957,3.665025,14.135824,3.670383,14.210344
4.423277,0.521547,4.402413,0.320391,5.146718,0.647737,-10.319805,0.575781,3.665523,14.13603,3.670881,14.211153
4.424102,0.522015,4.4032,0.319878,5.147545,0.649083,-10.319306,0.576579,3.666021,14.136056,3.67138,14.211434
4.424927,0.521908,4.403987,0.318884,5.148373,0.649445,-10.318808,0.57728,3.666518,14.1373,3.671878,14.21277
4.425752,0.521457,4.404774,0.319335,5.1492,0.648737,-10.318308,0.576675,3.667016,14.137704,3.672376,14.212799
4.426577,0.52222,4.40556,0.320925,5.150027,0.649948,-10.317809,0.577936,3.667514,14.139539,3.672875,14.211769
4.427402,0.523633,4.406346,0.321355,5.150855,0.652352,-10.31731,0.576179,3.668011,14.13789,3.673374,14.210784
4.428227,0.524309,4.407133,0.321067,5.151682,0.653869,-10.316812,0.579092,3.668509,14.137303,3.673872,14.211778
4.429052,0.524793,4.40792,0.321135,5.152509,0.654797,-10.316313,0.579848,3.669007,14.136209,3.67437,14.213346
4.429876,0.525277,4.408707,0.321171,5.153337,0.653982,-10.315813,0.580271,3.669504,14.135547,3.674869,14.215963
4.430701,0.52495,4.409493,0.322778,5.154164,0.652411,-10.315314,0.57917,3.670002,14.134216,3.675367,14.217044
4.431526,0.52515,4.410279,0.322487,5.154991,0.653235,-10.314816,0.57865,3.6705,14.135127,3.675866,14.216924
4.432351,0.525242,4.411066,0.32136,5.155818,0.654016,-10.314316,0.577682,3.670997,14.135841,3.676364,14.218657
4.433176,0.524814,4.411853,0.322123,5.156646,0.653153,-10.313817,0.578644,3.671495,14.134882,3.676862,14.217839
4.434001,0.523344,4.41264,0.320845,5.157473,0.65197,-10.313318,0.57878,3.671993,14.133918,3.677361,14.216125
4.434826,0.521829,4.413426,0.319774,5.1583,0.65067,-10.312819,0.578586,3.67249,14.134377,3.67786,14.215223
4.435651,0.520068,4.414213,0.318914,5.159128,0.649108,-10.312321,0.576545,3.672988,14.132637,3.678358,14.214532
4.436476,0.520545,4.415,0.318288,5.159955,0.648648,-10.311821,0.575857,3.673486,14.133453,3.678856,14.213841
4.437301,0.520024,4.415786,0.317134,5.160782,0.648037,-10.311322,0.575514,3.673984,14.132155,3.679355,14.211552
4.438126,0.519047,4.416573,0.317776,5.16161,0.648414,-10.310823,0.575559,3.674482,14.132194,3.679853,14.209635
4.438951,0.518556,4.417359,0.318115,5.162437,0.647288,-10.310325,0.573973,3.674979,14.132569,3.680352,14.208901
4.439775,0.517536,4.418146,0.318464,5.163264,0.646031,-10.309826,0.573623,3.675477,14.13103,3.680851,14.209714
4.4406,0.515748,4.418933,0.319291,5.164092,0.64646,-10.309326,0.572222,3.675975,14.129341,3.681348,14.20732
4.441425,0.514013,4.41972,0.320728,5.164919,0.646296,-10.308827,0.574251,3.676472,14.129812,3.681847,14.206182
4.44225,0.513991,4.420506,0.321769,5.165746,0.647436,-10.308329,0.575292,3.67697,14.130074,3.682346,14.204135
4.443075,0.514175,4.421292,0.320762,5.166574,0.648399,-10.307829,0.57667,3.677468,14.130516,3.682844,14.205156
4.4439,0.511962,4.422079,0.321633,5.167401,0.648665,-10.30733,0.576927,3.677965,14.129741,3.683342,14.203644
4.444725,0.511962,4.422866,0.321553,5.168228,0.647569,-10.306831,0.576362,3.678463,14.130323,3.683841,14.203972
4.445549,0.512495,4.423653,0.321541,5.169055,0.647599,-10.306333,0.574509,3.678961,14.129723,3.684339,14.202723
4.446374,0.514251,4.424439,0.321215,5.169883,0.64816,-10.305834,0.57565,3.679458,14.131392,3.684838,14.200321
4.447199,0.515177,4.425225,0.321255,5.17071,0.64827,-10.305334,0.57183,3.679956,14.130201,3.685337,14.199715
4.448024,0.515739,4.426012,0.322028,5.171537,0.647257,-10.304835,0.573406,3.680454,14.130763,3.685834,14.201507
4.448849,0.513942,4.426799,0.321966,5.172365,0.646071,-10.304337,0.572032,3.680951,14.130112,3.686333,14.20071
4.449674,0.512352,4.427586,0.322046,5.173192,0.644835,-10.303837,0.571642,3.681449,14.129774,3.686832,14.200163
4.450499,0.511866,4.428372,0.321668,5.174019,0.646016,-10.303338,0.571662,3.681947,14.129441,3.68733,14.198895
4.451324,0.513042,4.429159,0.321235,5.174846,0.646553,-10.302839,0.573818,3.682445,14.129506,3.687829,14.19785
4.452148,0.512424,4.429946,0.320145,5.175673,0.646221,-10.302341,0.572233,3.682943,14.130741,3.688327,14.196534
4.452973,0.512012,4.430732,0.31968,5.176501,0.646182,-10.301842,0.57454,3.68344,14.132321,3.688825,14.193275
4.453798,0.510911,4.431519,0.321368,5.177328,0.645159,-10.301342,0.575967,3.683938,14.13187,3.689324,14.193952
4.454623,0.511233,4.432305,0.322411,5.178155,0.645655,-10.300843,0.576205,3.684436,14.131166,3.689823,14.192741
4.455448,0.512604,4.433092,0.322354,5.178983,0.646985,-10.300344,0.577177,3.684933,14.131465,3.69032,14.193098
4.456273,0.514003,4.433879,0.322508,5.17981,0.647135,-10.299846,0.578596,3.685431,14.131776,3.690819,14.192514
4.457098,0.513789,4.434666,0.322927,5.180637,0.647986,-10.299347,0.579212,3.685929,14.133025,3.691318,14.190656
4.457923,0.515019,4.435452,0.3236,5.181465,0.649021,-10.298847,0.57877,3.686426,14.133452,3.691816,14.190897
4.458748,0.515797,4.436238,0.322874,5.182292,0.648854,-10.298348,0.577788,3.686924,14.133692,3.692315,14.19103
4.459573,0.514354,4.437025,0.323262,5.183119,0.648082,-10.29785,0.579297,3.687422,14.133506,3.692813,14.191489
4.460397,0.513534,4.437812,0.321738,5.183947,0.647517,-10.29735,0.580065,3.687919,14.133549,3.693311,14.190963
4.461222,0.512078,4.438599,0.323082,5.184774,0.646233,-10.296851,0.579378,3.688417,14.134892,3.69381,14.190701
4.462047,0.512683,4.439385,0.322536,5.185601,0.645562,-10.296352,0.579452,3.688915,14.136247,3.694309,14.189274
4.462872,0.512391,4.440171,0.322423,5.186429,0.645305,-10.295854,0.579182,3.689412,14.13705,3.694807,14.191039
4.463697,0.512249,4.440958,0.32021,5.187256,0.645291,-10.295355,0.580053,3.68991,14.136522,3.695305,14.188912
4.464522,0.515123,4.441745,0.320008,5.188083,0.643485,-10.294855,0.580828,3.690408,14.135783,3.695804,14.189292
4.465347,0.514367,4.442532,0.320214,5.18891,0.644245,-10.294356,0.582342,3.690906,14.134853,3.696302,14.189016
4.466172,0.513166,4.443318,0.318615,5.189738,0.644493,-10.293858,0.582448,3.691404,14.133547,3.696801,14.190249
4.466997,0.511052,4.444105,0.317548,5.190565,0.644109,-10.293359,0.583367,3.691901,14.13191,3.697299,14.190499
4.467822,0.509677,4.444892,0.317147,5.191392,0.644838,-10.29286,0.585159,3.692399,14.131161,3.697797,14.189772
4.468647,0.5083,4.445678,0.316519,5.19222,0.646495,-10.29236,0.587074,3.692897,14.1325,3.698296,14.188513
4.469471,0.509132,4.446465,0.315129,5.193047,0.648763,-10.291862,0.586805,3.693394,14.132807,3.698795,14.187801
4.470296,0.508992,4.447251,0.313013,5.193874,0.648695,-10.291363,0.586169,3.693892,14.133102,3.699293,14.185814
4.471121,0.508996,4.448038,0.311412,5.194702,0.646564,-10.290863,0.586073,3.69439,14.133783,3.699791,14.186399
4.471946,0.509277,4.448825,0.310911,5.195529,0.646723,-10.290364,0.58607,3.694887,14.134624,3.70029,14.187207
4.472771,0.509101,4.449612,0.310628,5.196356,0.645426,-10.289865,0.58689,3.695385,14.134194,3.700788,14.187511
4.473596,0.508696,4.450397,0.310376,5.197184,0.644358,-10.289367,0.587934,3.695883,14.133944,3.701287,14.189987
4.474421,0.509546,4.451184,0.310646,5.198011,0.644539,-10.288868,0.586624,3.69638,14.134382,3.701786,14.191432
4.475245,0.509736,4.451971,0.30758,5.198838,0.642946,-10.288368,0.586151,3.696878,14.134832,3.702283,14.19263
4.47607,0.507393,4.452758,0.307014,5.199666,0.641521,-10.287869,0.586111,3.697376,14.135275,3.702782,14.193165
4.476895,0.507081,4.453545,0.306509,5.200493,0.642081,-10.287371,0.58627,3.697874,14.135324,3.703281,14.192039
4.47772,0.505799,4.454331,0.308902,5.20132,0.641262,-10.286871,0.586363,3.698371,14.134586,3.703779,14.193272
4.478545,0.503799,4.455117,0.309997,5.202147,0.640718,-10.286372,0.587032,3.698869,14.134387,3.704278,14.193523
4.47937,0.502445,4.455904,0.309304,5.202975,0.639573,-10.285873,0.588668,3.699367,14.13484,3.704776,14.19416
4.480195,0.502534,4.456691,0.311374,5.203802,0.640265,-10.285375,0.588874,3.699865,14.134567,3.705274,14.195358
4.481019,0.504501,4.457478,0.312664,5.204629,0.641137,-10.284876,0.588532,3.700362,14.133701,3.705773,14.196112
4.481844,0.506758,4.458264,0.314479,5.205456,0.642513,-10.284376,0.588078,3.70086,14.13301,3.706272,14.196514
4.482669,0.507599,4.459051,0.314629,5.206284,0.64321,-10.283877,0.58843,3.701358,14.13227,3.706769,14.197728
4.483494,0.506909,4.459838,0.314895,5.207111,0.64353,-10.283379,0.588072,3.701855,14.131289,3.707268,14.198884
4.484319,0.506302,4.460624,0.315003,5.207938,0.643951,-10.28288,0.58591,3.702353,14.130556,3.707767,14.198366
4.485144,0.504219,4.461411,0.315246,5.208766,0.644015,-10.282381,0.58425,3.702851,14.130894,3.708265,14.20009
4.485969,0.503584,4.462197,0.316234,5.209593,0.644738,-10.281881,0.582556,3.703348,14.131025,3.708764,14.199334
4.486794,0.50451,4.462984,0.317686,5.21042,0.642975,-10.281383,0.581502,3.703846,14.130069,3.709262,14.197138
4.487619,0.504969,4.463771,0.318511,5.211247,0.641706,-10.280884,0.580774,3.704344,14.130607,3.70976,14.197292
4.488444,0.504932,4.464558,0.318112,5.212075,0.640045,-10.280384,0.581032,3.704841,14.129993,3.710259,14.19917
4.489269,0.504204,4.465343,0.317537,5.212902,0.637726,-10.279885,0.581342,3.705339,14.128804,3.710758,14.200317
4.490093,0.503269,4.46613,0.317612,5.213729,0.636321,-10.279387,0.580794,3.705837,14.130103,3.711256,14.200933
4.490918,0.503451,4.466917,0.31835,5.214557,0.636503,-10.278888,0.580118,3.706335,14.131125,3.711754,14.200492
4.491743,0.50319,4.467704,0.318153,5.215384,0.638809,-10.278389,0.579516,3.706832,14.130375,3.712253,14.201377
4.492568,0.502413,4.468491,0.319241,5.216211,0.638192,-10.277889,0.579379,3.70733,14.129788,3.712751,14.200577
4.493393,0.503742,4.469277,0.320338,5.217039,0.639256,-10.27739,0.580021,3.707828,14.129933,3.71325,14.200148
4.494218,0.505545,4.470064,0.32194,5.217866,0.638689,-10.276892,0.581364,3.708326,14.130573,3.713748,14.200458
4.495043,0.505519,4.47085,0.323134,5.218693,0.638081,-10.276393,0.582065,3.708823,14.130759,3.714246,14.199432
4.495868,0.505131,4.471637,0.322266,5.219521,0.637059,-10.275894,0.582228,3.709321,14.130996,3.714745,14.199007
4.496693,0.50725,4.472424,0.321297,5.220348,0.638606,-10.275394,0.58164,3.709819,14.130535,3.715244,14.198295
4.497518,0.507704,4.47321,0.322017,5.221175,0.637837,-10.274896,0.581161,3.710316,14.129828,3.715742,14.197107
4.498343,0.507924,4.473997,0.322789,5.222003,0.638326,-10.274397,0.581703,3.710814,14.12984,3.71624,14.198374
4.499167,0.509298,4.474784,0.322222,5.22283,0.639515,-10.273897,0.582281,3.711312,14.130833,3.716739,14.199621
4.499992,0.5101,4.47557,0.320277,5.223657,0.639768,-10.273398,0.582524,3.711809,14.131543,3.717237,14.20021
4.500817,0.510234,4.476357,0.321859,5.224484,0.641673,-10.2729,0.582555,3.712307,14.131813,3.717736,14.198214
4.501642,0.508584,4.477143,0.322763,5.225312,0.64146,-10.272401,0.583505,3.712805,14.131589,3.718235,14.197502
4.502467,0.508432,4.47793,0.321479,5.226139,0.64252,-10.271902,0.583651,3.713302,14.130446,3.718732,14.197093
4.503292,0.508203,4.478717,0.320243,5.226966,0.642172,-10.271402,0.582757,3.7138,14.129066,3.719231,14.195973
4.504117,0.508448,4.479504,0.320117,5.227794,0.640666,-10.270904,0.583291,3.714298,14.129231,3.71973,14.194329
4.504941,0.508759,4.480289,0.318037,5.228621,0.639674,-10.270405,0.583664,3.714796,14.129622,3.720228,14.194207
4.505766,0.50994,4.481076,0.318352,5.229448,0.639939,-10.269905,0.583414,3.715293,14.129424,3.720726,14.19265
4.506591,0.509774,4.481863,0.317664,5.230276,0.641085,-10.269407,0.582369,3.715791,14.12953,3.721225,14.193792
4.507416,0.508345,4.48265,0.318444,5.231103,0.641653,-10.268908,0.582074,3.716289,14.130703,3.721723,14.195118
4.508241,0.508239,4.483437,0.319104,5.23193,0.645181,-10.268409,0.58114,3.716787,14.12965,3.722222,14.195074
4.509066,0.509492,4.484223,0.317374,5.232758,0.646655,-10.26791,0.580464,3.717284,14.130061,3.722721,14.194548
4.509891,0.509817,4.48501,0.317627,5.233584,0.646601,-10.26741,0.580548,3.717782,14.129668,3.723218,14.194345
4.510715,0.510697,4.485796,0.318482,5.234412,0.645363,-10.266912,0.58056,3.71828,14.128119,3.723717,14.195434
4.51154,0.511127,4.486583,0.319163,5.235239,0.644313,-10.266413,0.581226,3.718777,14.127882,3.724216,14.197101
4.512365,0.511305,4.48737,0.319953,5.236066,0.642835,-10.265914,0.581619,3.719275,14.127957,3.724714,14.196821
4.51319,0.511501,4.488156,0.320137,5.236894,0.643344,-10.265415,0.581651,3.719773,14.127121,3.725213,14.196809
4.514015,0.510917,4.488943,0.32064,5.237721,0.64369,-10.264915,0.580697,3.72027,14.125865,3.725711,14.19669
4.51484,0.511172,4.48973,0.321069,5.238548,0.644836,-10.264417,0.578235,3.720768,14.12403,3.726209,14.196347
4.515665,0.511611,4.490516,0.321247,5.239376,0.645483,-10.263918,0.574666,3.721266,14.123667,3.726708,14.196127
4.51649,0.511133,4.491302,0.320403,5.240203,0.64647,-10.263418,0.572368,3.721763,14.122696,3.727207,14.196185
4.517315,0.510508,4.492089,0.320487,5.24103,0.645328,-10.262919,0.572025,3.722261,14.123241,3.727705,14.197402
4.51814,0.510093,4.492876,0.321791,5.241858,0.647385,-10.262421,0.571449,3.722759,14.123051,3.728203,14.198791
4.518965,0.510856,4.493663,0.321329,5.242685,0.648046,-10.261922,0.573073,3.723257,14.12326,3.728702,14.198477
4.519789,0.511193,4.49445,0.322127,5.243512,0.646841,-10.261423,0.573062,3.723754,14.121954,3.7292,14.197711
4.520614,0.511617,4.495235,0.323249,5.244339,0.648886,-10.260923,0.571635,3.724252,14.119845,3.729699,14.197137
4.521439,0.511955,4.496022,0.324152,5.245167,0.648671,-10.260425,0.571653,3.72475,14.118999,3.730197,14.196874
4.522264,0.512631,4.496809,0.323616,5.245994,0.647463,-10.259926,0.571767,3.725248,14.118322,3.730695,14.197778
4.523089,0.512463,4.497596,0.322249,5.246821,0.646288,-10.259427,0.572853,3.725745,14.119538,3.731194,14.199242
4.523914,0.512859,4.498383,0.322013,5.247649,0.646497,-10.258928,0.573075,3.726243,14.120551,3.731693,14.200306
4.524739,0.513262,4.499169,0.322211,5.248476,0.647963,-10.258429,0.572452,3.726741,14.120958,3.732191,14.20109
4.525564,0.514055,4.499956,0.322044,5.249303,0.648093,-10.25793,0.573791,3.727238,14.121324,3.732689,14.202211
4.526389,0.515392,4.500742,0.323565,5.250131,0.647427,-10.257431,0.573823,3.727736,14.120975,3.733188,14.202552
4.527214,0.516807,4.501529,0.324297,5.250958,0.646135,-10.256931,0.575151,3.728234,14.12095,3.733686,14.202729
4.528039,0.518889,4.502316,0.323704,5.251785,0.646386,-10.256433,0.575471,3.728731,14.122951,3.734185,14.203848
4.528863,0.521231,4.503102,0.323056,5.252613,0.643619,-10.255934,0.574851,3.729229,14.12314,3.734684,14.204841
4.529688,0.522593,4.503889,0.322047,5.25344,0.643044,-10.255435,0.573908,3.729727,14.123604,3.735181,14.205099
4.530513,0.520925,4.504676,0.32122,5.254267,0.643641,-10.254936,0.573313,3.730224,14.123948,3.73568,14.205069
4.531338,0.523277,4.505462,0.321054,5.255095,0.644536,-10.254436,0.574572,3.730722,14.12265,3.736179,14.2038
4.532163,0.522186,4.506248,0.320953,5.255922,0.644456,-10.253938,0.574605,3.73122,14.12205,3.736677,14.20321
4.532988,0.522428,4.507035,0.322445,5.256749,0.644958,-10.253439,0.573325,3.731718,14.123839,3.737175,14.204076
4.533813,0.522601,4.507822,0.323453,5.257576,0.645771,-10.252939,0.571785,3.732215,14.122612,3.737674,14.203539
4.534637,0.524287,4.508609,0.325028,5.258404,0.645725,-10.252441,0.572359,3.732713,14.122538,3.738172,14.202719
4.535462,0.523762,4.509396,0.325309,5.259231,0.645509,-10.251942,0.573738,3.733211,14.123334,3.738671,14.202924
4.536287,0.523048,4.510181,0.323824,5.260058,0.645167,-10.251443,0.575015,3.733709,14.123488,3.73917,14.203182
4.537112,0.524052,4.510968,0.322929,5.260886,0.64532,-10.250944,0.57723,3.734206,14.122873,3.739667,14.202282
4.537937,0.526279,4.511755,0.322699,5.261713,0.646615,-10.250444,0.576089,3.734704,14.122649,3.740166,14.201789
4.538762,0.524858,4.512542,0.322901,5.26254,0.647586,-10.249946,0.576929,3.735202,14.122916,3.740665,14.202117
4.539587,0.525239,4.513329,0.323694,5.263367,0.64706,-10.249447,0.574388,3.735699,14.121931,3.741163,14.202245
4.540411,0.524589,4.514115,0.325503,5.264194,0.646404,-10.248948,0.573705,3.736197,14.121716,3.741662,14.202436
4.541236,0.525865,4.514902,0.323554,5.265022,0.645344,-10.248449,0.573563,3.736695,14.121017,3.74216,14.203543
4.542061,0.524732,4.515688,0.321071,5.265849,0.644169,-10.24795,0.573325,3.737192,14.121408,3.742658,14.203522
4.542886,0.525574,4.516475,0.320533,5.266676,0.64356,-10.247451,0.572534,3.73769,14.122359,3.743157,14.201218
4.543711,0.524958,4.517262,0.320064,5.267504,0.64427,-10.246952,0.571244,3.738188,14.121298,3.743656,14.198912
4.544536,0.525052,4.518048,0.320735,5.268331,0.645366,-10.246452,0.570729,3.738685,14.119699,3.744153,14.19801
4.545361,0.526403,4.518835,0.321417,5.269158,0.6459,-10.245954,0.570491,3.739183,14.120603,3.744652,14.19737
4.546186,0.52576,4.519622,0.321747,5.269986,0.645432,-10.245455,0.570542,3.739681,14.119446,3.745151,14.195813
4.547011,0.525509,4.520408,0.321445,5.270813,0.645736,-10.244956,0.570376,3.740179,14.119389,3.745649,14.19531
4.547836,0.521789,4.521194,0.320242,5.27164,0.6461,-10.244457,0.573101,3.740676,14.119576,3.746148,14.193754
4.548661,0.5211,4.521981,0.320662,5.272468,0.645921,-10.243958,0.572909,3.741174,14.117737,3.746646,14.192661
4.549486,0.518849,4.522768,0.321203,5.273295,0.646118,-10.243459,0.573404,3.741672,14.11723,3.747144,14.192098
4.55031,0.516832,4.523555,0.32328,5.274122,0.646713,-10.24296,0.573497,3.74217,14.117719,3.747643,14.191354
