E2P2_N_ml,E2P2_N_mAU,E2P2_R_ml,E2P2_R_mAU,E3P3_N_ml,E3P3_N_mAU,E3P3_R_ml,E3P3_R_mAU,E4P1_N_ml,E4P1_N_mAU,E4P1_R_ml,E4P1_R_mAU
,,,,,,0.990933,0.728352,,,,
,,,,,,0.991432,0.727785,,,,
,,,,,,0.991931,0.727925,,,,
,,,,,,0.99243,0.729198,,,,
,,,,,,0.992929,0.729897,,,,
,,,,,,0.993428,0.731916,,,,
,,,,,,0.993927,0.733107,,,,
,,,,,,0.994426,0.733487,,,,
,,,,,,0.994925,0.734335,,,,
,,,,,,0.995424,0.735139,,,,
,,,,,,0.995923,0.733767,,,,
,,,,,,0.996422,0.73192,,,,
,,,,,,0.996921,0.731522,,,,
,,,,,,0.99742,0.732006,,,,
,,,,,,0.997919,0.731868,,,,
,,,,,,0.998418,0.732,,,,
,,,,,,0.998917,0.732087,,,,
,,,,,,0.999416,0.733857,,,,
,,,,,,0.999915,0.736242,,,,
,,,,,,1.000414,0.736968,,,,
,,,,,,1.000913,0.737556,,,,
,,,,,,1.001412,0.737891,,,,
,,,,,,1.001911,0.738647,,,,
,,,,,,1.00241,0.739413,,,,
,,,,,,1.002909,0.739599,,,,
,,,,,,1.003408,0.739836,,,,
,,,,,,1.003907,0.740156,,,,
,,,,,,1.004406,0.739823,,,,
,,,,,,1.004905,0.738938,,,,
,,,,,,1.005404,0.738402,,,,
,,,,,,1.005903,0.737533,,,,
,,,,,,1.006402,0.737228,,,,
,,,,,,1.006901,0.738164,,,,
,,,,,,1.0074,0.737845,,,,
,,,,,,1.007899,0.737649,,,,
,,,,,,1.008398,0.738962,,,,
,,,,,,1.008897,0.741413,,,,
,,,,,,1.009396,0.743692,,,,
,,,,,,1.009895,0.745246,,,,
,,,,,,1.010394,0.744848,,,,
,,,,,,1.010893,0.744171,,,,
,,,,,,1.011392,0.743641,,,,
,,,,,,1.011891,0.743258,,,,
,,,,,,1.01239,0.742438,,,,
,,,,,,1.012889,0.742517,,,,
,,,,,,1.013388,0.74289,,,,
,,,,,,1.013886,0.742972,,,,
,,,,,,1.014386,0.742708,,,,
,,,,,,1.014885,0.743554,,,,
,,,,,,1.015384,0.743961,,,,
,,,,,,1.015882,0.745349,,,,
,,,,,,1.016382,0.745205,,,,
,,,,,,1.016881,0.744234,,,,
,,,,,,1.01738,0.743679,,,,
,,,,,,1.017879,0.744199,,,,
,,,,,,1.018378,0.745374,,,,
,,,,,,1.018877,0.745377,,,,
,,,,,,1.019376,0.744163,,,,
,,,,,,1.019875,0.743689,,,,
,,,,,,1.020374,0.745095,,,,
,,,,,,1.020873,0.744691,,,,
,,,,,,1.021372,0.745133,,,,
,,,,,,1.021871,0.743575,,,,
,,,,,,1.022369,0.742924,,,,
,,,,,,1.022869,0.743338,,,,
,,,,,,1.023368,0.743162,,,,
,,,,,,1.023867,0.742915,,,,
,,,,,,1.024365,0.742435,,,,
,,,,,,1.024865,0.740713,,,,
,,,,,,1.025364,0.738489,,,,
,,,,,,1.025863,0.737368,,,,
,,,,,,1.026361,0.735238,,,,
,,,,,,1.026861,0.73462,,,,
,,,,,,1.02736,0.733611,,,,
,,,,,,1.027859,0.730961,,,,
,,,,,,1.028358,0.730322,,,,
,,,,,,1.028857,0.728366,,,,
,,,,,,1.029356,0.729749,,,,
,,,,,,1.029855,0.730238,,,,
,,,,,,1.030354,0.732782,,,,
,,,,,,1.030852,0.730861,,,,
,,,,,,1.031352,0.728722,,,,
,,,,,,1.031851,0.730458,,,,
,,,,,,1.03235,0.731292,,,,
,,,,,,1.032848,0.729312,,,,
,,,,,,1.033348,0.729353,,,,
,,,,,,1.033847,0.727936,,,,
,,,,,,1.034346,0.727775,,,,
,,,,,,1.034844,0.7269,,,,
,,,,,,1.035344,0.725789,,,,
,,,,,,1.035843,0.725123,,,,
,,,,,,1.036342,0.724506,,,,
,,,,,,1.03684,0.723638,,,,
,,,,,,1.03734,0.723722,,,,
,,,,,,1.037839,0.722712,,,,
,,,,,,1.038338,0.722435,,,,
,,,,,,1.038836,0.722141,,,,
,,,,,,1.039335,0.722261,,,,
,,,,,,1.039835,0.721459,,,,
,,,,,,1.040334,0.721787,,,,
,,,,,,1.040833,0.721114,,,,
,,,,,,1.041331,0.721413,,,,
,,,,,,1.041831,0.720969,,,,
,,,,,,1.04233,0.720554,,,,
,,,,,,1.042829,0.717377,,,,
,,,,,,1.043327,0.717825,,,,
,,,,,,1.043827,0.716389,,,,
,,,,,,1.044326,0.714924,,,,
,,,,,,1.044825,0.712902,,,,
,,,,,,1.045323,0.714964,,,,
,,,,,,1.045823,0.713706,,,,
,,,,,,1.046322,0.715221,,,,
,,,,,,1.046821,0.715008,,,,
,,,,,,1.047319,0.714238,,,,
,,,,,,1.047818,0.713829,,,,
,,,,,,1.048318,0.71463,,,,
,,,,,,1.048817,0.712938,,,,
,,,,,,1.049315,0.713024,,,,
,,,,,,1.049814,0.71258,,,,
,,,,,,1.050314,0.712829,,,,
,,,,,,1.050813,0.711462,,,,
,,,,,,1.051311,0.711729,,,,
,,,,,,1.05181,0.712137,,,,
,,,,,,1.05231,0.712008,,,,
,,,,,,1.052809,0.711247,,,,
,,,,,,1.053308,0.709401,,,,
,,,,,,1.053806,0.709435,,,,
,,,,,,1.054306,0.709163,,,,
,,,,,,1.054805,0.70918,,,,
,,,,,,1.055304,0.709017,,,,
,,,,,,1.055802,0.707845,,,,
,,,,,,1.056301,0.708259,,,,
,,,,,,1.056801,0.708507,,,,
,,,,,,1.0573,0.708424,,,,
,,,,,,1.057798,0.706359,,,,
,,,,,,1.058297,0.705343,,,,
,,,,,,1.058797,0.703533,,,,
,,,,,,1.059296,0.702197,,,,
,,,,,,1.059794,0.702152,,,,
,,,,,,1.060293,0.70141,,,,
,,,,,,1.060793,0.700597,,,,
,,,,,,1.061292,0.701378,,,,
,,,,,,1.06179,0.701458,,,,
,,,,,,1.062289,0.701665,,,,
,,,,,,1.062789,0.702508,,,,
,,,,,,1.063288,0.702687,,,,
,,,,,,1.063787,0.700852,,,,
,,,,,,1.064285,0.698578,,,,
,,,,,,1.064784,0.698302,,,,
,,,,,,1.065284,0.697819,,,,
,,,,,,1.065783,0.698229,,,,
,,,,,,1.066281,0.69738,,,,
,,,,,,1.06678,0.697196,,,,
,,,,,,1.06728,0.697232,,,,
,,,,,,1.067779,0.697323,,,,
,,,,,,1.068277,0.698304,,,,
,,,,,,1.068776,0.699217,,,,
,,,,,,1.069276,0.699133,,,,
,,,,,,1.069775,0.698991,,,,
,,,,,,1.070273,0.69991,,,,
,,,,,,1.070772,0.700705,,,,
,,,,,,1.071272,0.700533,,,,
,,,,,,1.071771,0.700554,,,,
,,,,,,1.072269,0.701179,,,,
,,,,,,1.072768,0.700883,,,,
,,,,,,1.073267,0.701662,,,,
,,,,,,1.073767,0.70234,,,,
,,,,,,1.074265,0.701394,,,,
,,,,,,1.074764,0.700191,,,,
,,,,,,1.075263,0.699803,,,,
,,,,,,1.075763,0.699728,,,,
,,,,,,1.076262,0.700673,,,,
,,,,,,1.07676,0.702638,,,,
,,,,,,1.077259,0.702121,,,,
,,,,,,1.077759,0.702117,,,,
,,,,,,1.078258,0.702473,,,,
,,,,,,1.078756,0.701605,,,,
,,,,,,1.079255,0.701208,,,,
,,,,,,1.079755,0.700848,,,,
,,,,,,1.080254,0.700706,,,,
,,,,,,1.080752,0.700587,,,,
,,,,,,1.081251,0.700234,,,,
,,,,,,1.08175,0.698565,,,,
,,,,,,1.08225,0.697497,,,,
,,,,,,1.082748,0.696131,,,,
,,,,,,1.083247,0.695761,,,,
,,,,,,1.083746,0.695129,,,,
,,,,,,1.084246,0.695883,,,,
,,,,,,1.084744,0.694462,,,,
,,,,,,1.085243,0.694754,,,,
,,,,,,1.085742,0.694085,,,,
,,,,,,1.086242,0.69243,,,,
,,,,,,1.08674,0.691832,,,,
,,,,,,1.087239,0.691233,,,,
,,,,,,1.087738,0.691139,,,,
,,,,,,1.088238,0.690923,,,,
,,,,,,1.088737,0.689345,,,,
,,,,,,1.089235,0.688153,,,,
,,,,,,1.089734,0.687963,,,,
,,,,,,1.090233,0.688561,,,,
,,,,,,1.090733,0.688963,,,,
,,,,,,1.091231,0.688007,,,,
,,,,,,1.09173,0.687594,,,,
,,,,,,1.092229,0.686526,,,,
,,,,,,1.092729,0.685925,,,,
,,,,,,1.093227,0.684695,,,,
,,,,,,1.093726,0.68385,,,,
,,,,,,1.094225,0.683611,,,,
,,,,,,1.094725,0.682973,,,,
,,,,,,1.095223,0.683396,,,,
,,,,,,1.095722,0.680765,,,,
,,,,,,1.096221,0.681264,,,,
,,,,,,1.096721,0.681925,,,,
,,,,,,1.097219,0.682362,,,,
,,,,,,1.097718,0.679721,,,,
,,,,,,1.098217,0.679315,,,,
,,,,,,1.098716,0.679264,,,,
,,,,,,1.099216,0.679427,,,,
,,,,,,1.099714,0.680137,,,,
,,,,,,1.100213,0.677072,,,,
,,,,,,1.100712,0.677401,,,,
,,,,,,1.101212,0.678168,,,,
,,,,,,1.10171,0.677832,,,,
,,,,,,1.102209,0.678098,,,,
,,,,,,1.102708,0.677241,,,,
,,,,,,1.103208,0.676246,,,,
,,,,,,1.103706,0.676122,,,,
,,,,,,1.104205,0.675093,,,,
,,,,,,1.104704,0.674724,,,,
,,,,,,1.105204,0.675346,,,,
,,,,,,1.105702,0.676391,,,,
,,,,,,1.106201,0.674622,,,,
,,,,,,1.1067,0.673887,,,,
,,,,,,1.107199,0.674713,,,,
,,,,,,1.107698,0.673797,,,,
,,,,,,1.108197,0.676501,,,,
,,,,,,1.108696,0.674395,,,,
,,,,,,1.109195,0.673945,,,,
,,,,,,1.109694,0.672606,,,,
,,,,,,1.110193,0.672757,,,,
,,,,,,1.110692,0.670852,,,,
,,,,,,1.111191,0.67292,,,,
,,,,,,1.111691,0.672691,,,,
,,,,,,1.112189,0.673223,,,,
,,,,,,1.112688,0.674229,,,,
,,,,,,1.113187,0.673994,,,,
,,,,,,1.113686,0.673285,,,,
,,,,,,1.114185,0.673055,,,,
,,,,,,1.114684,0.67265,,,,
,,,,,,1.115183,0.671804,,,,
,,,,,,1.115682,0.671024,,,,
,,,,,,1.116181,0.671215,,,,
,,,,,,1.11668,0.670278,,,,
,,,,,,1.117179,0.670774,,,,
,,,,,,1.117678,0.669265,,,,
,,,,,,1.118177,0.668709,,,,
,,,,,,1.118676,0.668655,,,,
,,,,,,1.119175,0.668866,,,,
,,,,,,1.119674,0.667561,,,,
,,,,,,1.120173,0.667103,,,,
,,,,,,1.120672,0.665523,,,,
,,,,,,1.121171,0.665686,,,,
,,,,,,1.12167,0.664593,,,,
,,,,,,1.122169,0.666386,,,,
,,,,,,1.122668,0.667097,,,,
,,,,,,1.123167,0.666653,,,,
,,,,,,1.123666,0.664133,,,,
,,,,,,1.124165,0.66324,,,,
,,,,,,1.124664,0.661872,,,,
,,,,,,1.125163,0.660815,,,,
,,,,,,1.125662,0.659863,,,,
,,,,,,1.126161,0.659763,,,,
,,,,,,1.12666,0.660166,,,,
,,,,,,1.127159,0.659933,,,,
,,,,,,1.127658,0.659323,,,,
,,,,,,1.128157,0.658869,,,,
,,,,,,1.128656,0.658466,,,,
,,,,,,1.129155,0.659533,,,,
,,,,,,1.129654,0.660009,,,,
,,,,,,1.130153,0.658877,,,,
,,,,,,1.130651,0.65758,,,,
,,,,,,1.131151,0.657668,,,,
,,,,,,1.13165,0.660098,,,,
,,,,,,1.132149,0.662209,,,,
,,,,,,1.132648,0.663638,,,,
,,,,,,1.133147,0.664218,,,,
,,,,,,1.133646,0.663579,,,,
,,,,,,1.134145,0.664089,,,,
,,,,,,1.134644,0.663878,,,,
,,,,,,1.135143,0.663343,,,,
,,,,,,1.135642,0.664293,,,,
,,,,,,1.136141,0.665235,,,,
,,,,,,1.13664,0.665575,,,,
,,,,,,1.137139,0.665636,,,,
,,,,,,1.137638,0.66657,,,,
,,,,,,1.138137,0.668053,,,,
,,,,,,1.138636,0.668773,,,,
,,,,,,1.139134,0.6678,,,,
,,,,,,1.139634,0.667583,,,,
,,,,,,1.140133,0.667834,,,,
,,,,,,1.140632,0.667313,,,,
,,,,,,1.14113,0.667242,,,,
,,,,,,1.14163,0.667047,,,,
,,,,,,1.142129,0.666569,,,,
,,,,,,1.142628,0.66678,,,,
,,,,,,1.143126,0.667909,,,,
,,,,,,1.143626,0.667318,,,,
,,,,,,1.144125,0.664295,,,,
,,,,,,1.144624,0.66333,,,,
,,,,,,1.145123,0.663102,,,,
,,,,,,1.145622,0.662834,,,,
,,,,,,1.146121,0.663227,,,,
,,,,,,1.14662,0.662581,,,,
,,,,,,1.147119,0.660744,,,,
,,,,,,1.147617,0.659648,,,,
,,,,,,1.148117,0.658416,,,,
,,,,,,1.148616,0.658204,,,,
,,,,,,1.149115,0.658233,,,,
,,,,,,1.149613,0.65807,,,,
,,,,,,1.150113,0.657451,,,,
,,,,,,1.150612,0.655879,,,,
,,,,,,1.151111,0.65549,,,,
,,,,,,1.151609,0.657584,,,,
,,,,,,1.152109,0.656564,,,,
,,,,,,1.152608,0.655627,,,,
,,,,,,1.153107,0.656688,,,,
,,,,,,1.153605,0.656318,,,,
,,,,,,1.154105,0.656087,,,,
,,,,,,1.154604,0.656177,,,,
,,,,,,1.155103,0.656038,,,,
,,,,,,1.155602,0.655366,,,,
,,,,,,1.1561,0.657002,,,,
,,,,,,1.1566,0.658877,,,,
,,,,,,1.157099,0.657304,,,,
,,,,,,1.157598,0.654843,,,,
,,,,,,1.158096,0.654544,,,,
,,,,,,1.158596,0.655056,,,,
,,,,,,1.159095,0.655375,,,,
,,,,,,1.159594,0.657117,,,,
,,,,,,1.160092,0.655331,,,,
,,,,,,1.160592,0.655053,,,,
,,,,,,1.161091,0.655824,,,,
,,,,,,1.16159,0.656808,,,,
,,,,,,1.162088,0.65736,,,,
,,,,,,1.162588,0.657541,,,,
,,,,,,1.163087,0.657841,,,,
,,,,,,1.163586,0.656884,,,,
,,,,,,1.164084,0.654999,,,,
,,,,,,1.164583,0.656015,,,,
,,,,,,1.165083,0.656472,,,,
,,,,,,1.165582,0.655728,,,,
,,,,,,1.16608,0.657078,,,,
,,,,,,1.166579,0.656387,,,,
,,,,,,1.167079,0.655735,,,,
,,,,,,1.167578,0.656664,,,,
,,,,,,1.168077,0.657995,,,,
,,,,,,1.168575,0.655472,,,,
,,,,,,1.169075,0.653525,,,,
,,,,,,1.169574,0.654151,,,,
,,,,,,1.170073,0.654679,,,,
,,,,,,1.170571,0.65449,,,,
,,,,,,1.171071,0.652902,,,,
,,,,,,1.17157,0.652265,,,,
,,,,,,1.172069,0.652595,,,,
,,,,,,1.172567,0.656121,,,,
,,,,,,1.173066,0.654774,,,,
,,,,,,1.173566,0.653245,,,,
,,,,,,1.174065,0.652951,,,,
,,,,,,1.174563,0.65353,,,,
,,,,,,1.175062,0.652429,,,,
,,,,,,1.175562,0.651794,,,,
,,,,,,1.176061,0.65174,,,,
,,,,,,1.176559,0.651307,,,,
,,,,,,1.177058,0.651875,,,,
,,,,,,1.177558,0.651432,,,,
,,,,,,1.178057,0.651145,,,,
,,,,,,1.178555,0.648971,,,,
,,,,,,1.179054,0.647288,,,,
,,,,,,1.179554,0.647496,,,,
,,,,,,1.180053,0.648967,,,,
,,,,,,1.180552,0.648578,,,,
,,,,,,1.18105,0.64755,,,,
,,,,,,1.181549,0.648366,,,,
,,,,,,1.182049,0.64848,,,,
,,,,,,1.182548,0.64849,,,,
,,,,,,1.183046,0.648512,,,,
,,,,,,1.183545,0.648636,,,,
,,,,,,1.184045,0.648686,,,,
,,,,,,1.184544,0.647712,,,,
,,,,,,1.185042,0.646715,,,,
,,,,,,1.185541,0.645628,,,,
,,,,,,1.186041,0.645725,,,,
,,,,,,1.18654,0.645296,,,,
,,,,,,1.187038,0.644743,,,,
,,,,,,1.187537,0.644837,,,,
,,,,,,1.188037,0.644606,,,,
,,,,,,1.188536,0.644058,,,,
,,,,,,1.189034,0.644405,,,,
,,,,,,1.189533,0.645225,,,,
,,,,,,1.190032,0.643688,,,,
,,,,,,1.190532,0.643133,,,,
,,,,,,1.191031,0.642628,,,,
,,,,,,1.191529,0.642973,,,,
,,,,,,1.192028,0.642629,,,,
,,,,,,1.192528,0.640724,,,,
,,,,,,1.193027,0.639781,,,,
,,,,,,1.193525,0.639394,,,,
,,,,,,1.194024,0.638836,,,,
,,,,,,1.194524,0.638242,,,,
,,,,,,1.195023,0.638065,,,,
,,,,,,1.195521,0.638673,,,,
,,,,,,1.19602,0.639179,,,,
,,,,,,1.19652,0.64053,,,,
,,,,,,1.197019,0.6416,,,,
,,,,,,1.197517,0.641759,,,,
,,,,,,1.198016,0.642255,,,,
,,,,,,1.198515,0.642369,,,,
,,,,,,1.199015,0.642375,,,,
,,,,,,1.199513,0.642323,,,,
,,,,,,1.200012,0.641647,,,,
,,,,,,1.200511,0.642433,,,,
,,,,,,1.201011,0.642836,,,,
,,,,,,1.201509,0.641732,,,,
,,,,,,1.202008,0.64153,,,,
,,,,,,1.202507,0.64177,,,,
,,,,,,1.203007,0.642315,,,,
,,,,,,1.203506,0.64406,,,,
,,,,,,1.204004,0.645027,,,,
,,,,,,1.204503,0.644823,,,,
,,,,,,1.205003,0.644765,,,,
,,,,,,1.205502,0.644722,,,,
,,,,,,1.206,0.645213,,,,
,,,,,,1.206499,0.645209,,,,
,,,,,,1.206998,0.645334,,,,
,,,,,,1.207498,0.645888,,,,
,,,,,,1.207996,0.645098,,,,
,,,,,,1.208495,0.643988,,,,
,,,,,,1.208994,0.642464,,,,
,,,,,,1.209494,0.641855,,,,
,,,,,,1.209992,0.641376,,,,
,,,,,,1.210491,0.640041,,,,
,,,,,,1.21099,0.640637,,,,
,,,,,,1.21149,0.640637,,,,
,,,,,,1.211988,0.640307,,,,
,,,,,,1.212487,0.640914,,,,
,,,,,,1.212986,0.64215,,,,
,,,,,,1.213486,0.642386,,,,
,,,,,,1.213984,0.642336,,,,
,,,,,,1.214483,0.642301,,,,
,,,,,,1.214982,0.642515,,,,
,,,,,,1.215481,0.641996,,,,
,,,,,,1.215981,0.641903,,,,
,,,,,,1.216479,0.641666,,,,
,,,,,,1.216978,0.641799,,,,
,,,,,,1.217477,0.641448,,,,
,,,,,,1.217977,0.641922,,,,
,,,,,,1.218475,0.640425,,,,
,,,,,,1.218974,0.640911,,,,
,,,,,,1.219473,0.640955,,,,
,,,,,,1.219973,0.64134,,,,
,,,,,,1.220471,0.642068,,,,
,,,,,,1.22097,0.642178,,,,
,,,,,,1.221469,0.643469,,,,
,,,,,,1.221969,0.643373,,,,
,,,,,,1.222467,0.643944,,,,
,,,,,,1.222966,0.647319,,,,
,,,,,,1.223465,0.648346,,,,
,,,,,,1.223964,0.648766,,,,
,,,,,,1.224463,0.648225,,,,
,,,,,,1.224962,0.646728,,,,
,,,,,,1.225461,0.642956,,,,
,,,,,,1.22596,0.643777,,,,
,,,,,,1.22646,0.643,,,,
,,,,,,1.226958,0.644278,,,,
,,,,,,1.227457,0.64496,,,,
,,,,,,1.227956,0.645196,,,,
,,,,,,1.228456,0.643544,,,,
,,,,,,1.228954,0.64423,,,,
,,,,,,1.229453,0.645087,,,,
,,,,,,1.229952,0.64444,,,,
,,,,,,1.230452,0.643234,,,,
,,,,,,1.23095,0.643655,,,,
,,,,,,1.231449,0.643422,,,,
,,,,,,1.231948,0.642822,,,,
,,,,,,1.232447,0.642484,,,,
,,,,,,1.232946,0.641989,,,,
,,,,,,1.233445,0.641741,,,,
,,,,,,1.233944,0.64161,,,,
,,,,,,1.234443,0.640497,,,,
,,,,,,1.234942,0.638923,,,,
,,,,,,1.235441,0.638804,,,,
,,,,,,1.23594,0.635861,,,,
,,,,,,1.236439,0.633285,,,,
,,,,,,1.236938,0.634182,,,,
,,,,,,1.237437,0.634205,,,,
,,,,,,1.237936,0.636259,,,,
,,,,,,1.238435,0.63707,,,,
,,,,,,1.238934,0.63627,,,,
,,,,,,1.239433,0.637691,,,,
,,,,,,1.239932,0.635895,,,,
,,,,,,1.240431,0.638999,,,,
,,,,,,1.24093,0.640101,,,,
,,,,,,1.241429,0.639915,,,,
,,,,,,1.241928,0.638866,,,,
,,,,,,1.242427,0.639523,,,,
,,,,,,1.242926,0.641508,,,,
,,,,,,1.243425,0.642891,,,,
,,,,,,1.243924,0.643579,,,,
,,,,,,1.244423,0.642281,,,,
,,,,,,1.244922,0.642382,,,,
,,,,,,1.245421,0.643048,,,,
,,,,,,1.24592,0.644126,,,,
,,,,,,1.246419,0.645982,,,,
,,,,,,1.246918,0.646532,,,,
,,,,,,1.247416,0.648653,,,,
,,,,,,1.247916,0.648775,,,,
,,,,,,1.248415,0.648456,,,,
,,,,,,1.248914,0.648121,,,,
,,,,,,1.249413,0.647547,,,,
,,,,,,1.249912,0.64738,,,,
,,,,,,1.250411,0.645989,,,,
,,,,,,1.25091,0.644787,,,,
,,,,,,1.251409,0.643645,,,,
,,,,,,1.251908,0.642689,,,,
,,,,,,1.252407,0.643366,,,,
,,,,,,1.252906,0.640417,,,,
,,,,,,1.253405,0.639562,,,,
,,,,,,1.253904,0.639867,,,,
,,,,,,1.254403,0.64006,,,,
,,,,,,1.254902,0.638923,,,,
,,,,,,1.255401,0.638847,,,,
,,,,,,1.255899,0.638767,,,,
,,,,,,1.256399,0.638878,,,,
,,,,,,1.256898,0.641381,,,,
,,,,,,1.257397,0.643039,,,,
,,,,,,1.257895,0.643135,,,,
,,,,,,1.258395,0.643234,,,,
,,,,,,1.258894,0.642732,,,,
,,,,,,1.259393,0.641829,,,,
,,,,,,1.259892,0.639783,,,,
,,,,,,1.260391,0.639057,,,,
,,,,,,1.26089,0.639121,,,,
,,,,,,1.261389,0.639926,,,,
,,,,,,1.261888,0.639791,,,,
,,,,,,1.262387,0.63934,,,,
,,,,,,1.262886,0.640076,,,,
,,,,,,1.263385,0.641258,,,,
,,,,,,1.263884,0.641623,,,,
,,,,,,1.264382,0.641348,,,,
,,,,,,1.264882,0.640607,,,,
,,,,,,1.265381,0.640849,,,,
,,,,,,1.26588,0.640813,,,,
,,,,,,1.266378,0.640356,,,,
,,,,,,1.266878,0.63932,,,,
,,,,,,1.267377,0.638515,,,,
,,,,,,1.267876,0.637471,,,,
,,,,,,1.268374,0.637118,,,,
,,,,,,1.268874,0.636584,,,,
,,,,,,1.269373,0.635057,,,,
,,,,,,1.269872,0.63357,,,,
,,,,,,1.27037,0.632636,,,,
,,,,,,1.27087,0.631174,,,,
,,,,,,1.271369,0.628894,,,,
,,,,,,1.271868,0.62852,,,,
,,,,,,1.272367,0.628613,,,,
,,,,,,1.272865,0.628095,,,,
,,,,,,1.273365,0.629511,,,,
,,,,,,1.273864,0.630092,,,,
,,,,,,1.274363,0.63016,,,,
,,,,,,1.274861,0.630145,,,,
,,,,,,1.275361,0.629595,,,,
,,,,,,1.27586,0.629288,,,,
,,,,,,1.276359,0.628758,,,,
,,,,,,1.276857,0.629604,,,,
,,,,,,1.277357,0.629931,,,,
,,,,,,1.277856,0.629771,,,,
,,,,,,1.278355,0.630659,,,,
,,,,,,1.278853,0.632333,,,,
,,,,,,1.279353,0.634137,,,,
,,,,,,1.279852,0.635133,,,,
,,,,,,1.280351,0.634561,,,,
,,,,,,1.280849,0.633859,,,,
,,,,,,1.281348,0.634112,,,,
,,,,,,1.281848,0.63485,,,,
,,,,,,1.282347,0.63533,,,,
,,,,,,1.282845,0.634865,,,,
,,,,,,1.283344,0.634926,,,,
,,,,,,1.283844,0.636243,,,,
,,,,,,1.284343,0.637667,,,,
,,,,,,1.284842,0.638934,,,,
,,,,,,1.28534,0.640829,,,,
,,,,,,1.28584,0.639437,,,,
,,,,,,1.286339,0.639004,,,,
,,,,,,1.286838,0.638546,,,,
,,,,,,1.287336,0.638536,,,,
,,,,,,1.287836,0.638574,,,,
,,,,,,1.288335,0.639149,,,,
,,,,,,1.288834,0.638274,,,,
,,,,,,1.289332,0.638766,,,,
,,,,,,1.289831,0.636109,,,,
,,,,,,1.290331,0.637362,,,,
,,,,,,1.29083,0.636494,,,,
,,,,,,1.291328,0.634268,,,,
,,,,,,1.291827,0.633051,,,,
,,,,,,1.292327,0.632065,,,,
,,,,,,1.292826,0.632941,,,,
,,,,,,1.293324,0.635161,,,,
,,,,,,1.293823,0.635038,,,,
,,,,,,1.294323,0.635143,,,,
,,,,,,1.294822,0.63363,,,,
,,,,,,1.295321,0.633191,,,,
,,,,,,1.295819,0.632205,,,,
,,,,,,1.296319,0.631428,,,,
,,,,,,1.296818,0.631886,,,,
,,,,,,1.297317,0.63196,,,,
,,,,,,1.297815,0.631363,,,,
,,,,,,1.298314,0.632505,,,,
,,,,,,1.298814,0.63105,,,,
,,,,,,1.299313,0.632202,,,,
,,,,,,1.299811,0.633571,,,,
,,,,,,1.30031,0.634002,,,,
,,,,,,1.30081,0.633894,,,,
,,,,,,1.301309,0.636266,,,,
,,,,,,1.301807,0.637692,,,,
,,,,,,1.302306,0.639199,,,,
,,,,,,1.302806,0.638515,,,,
,,,,,,1.303305,0.6393,,,,
,,,,,,1.303803,0.641216,,,,
,,,,,,1.304302,0.643038,,,,
,,,,,,1.304802,0.643327,,,,
,,,,,,1.305301,0.642547,,,,
,,,,,,1.305799,0.64267,,,,
,,,,,,1.306298,0.643025,,,,
,,,,,,1.306797,0.642507,,,,
,,,,,,1.307297,0.643068,,,,
,,,,,,1.307796,0.641778,,,,
,,,,,,1.308294,0.643602,,,,
,,,,,,1.308793,0.644608,,,,
,,,,,,1.309293,0.642916,,,,
,,,,,,1.309792,0.640765,,,,
,,,,,,1.31029,0.640423,,,,
,,,,,,1.310789,0.641842,,,,
,,,,,,1.311289,0.641396,,,,
,,,,,,1.311788,0.641013,,,,
,,,,,,1.312286,0.639825,,,,
,,,,,,1.312785,0.640576,,,,
,,,,,,1.313285,0.641175,,,,
,,,,,,1.313784,0.640683,,,,
,,,,,,1.314282,0.638984,,,,
,,,,,,1.314781,0.63808,,,,
,,,,,,1.31528,0.637011,,,,
,,,,,,1.31578,0.638495,,,,
,,,,,,1.316278,0.638433,,,,
,,,,,,1.316777,0.635897,,,,
,,,,,,1.317276,0.63612,,,,
,,,,,,1.317776,0.635558,,,,
,,,,,,1.318274,0.634053,,,,
,,,,,,1.318773,0.633628,,,,
,,,,,,1.319272,0.634121,,,,
,,,,,,1.319772,0.634604,,,,
,,,,,,1.320271,0.634598,,,,
,,,,,,1.320769,0.634499,,,,
,,,,,,1.321268,0.633871,,,,
,,,,,,1.321768,0.634917,,,,
,,,,,,1.322267,0.635004,,,,
,,,,,,1.322765,0.634173,,,,
,,,,,,1.323264,0.633534,,,,
,,,,,,1.323763,0.635315,,,,
,,,,,,1.324263,0.633899,,,,
,,,,,,1.324761,0.634898,,,,
,,,,,,1.32526,0.634702,,,,
,,,,,,1.325759,0.63361,,,,
,,,,,,1.326259,0.632907,,,,
,,,,,,1.326757,0.6338,,,,
,,,,,,1.327256,0.635587,,,,
,,,,,,1.327755,0.636893,,,,
,,,,,,1.328255,0.63566,,,,
,,,,,,1.328753,0.634792,,,,
,,,,,,1.329252,0.635418,,,,
,,,,,,1.329751,0.635078,,,,
,,,,,,1.330251,0.635207,,,,
,,,,,,1.33075,0.635887,,,,
,,,,,,1.331248,0.635381,,,,
,,,,,,1.331747,0.634151,,,,
,,,,,,1.332246,0.633647,,,,
,,,,,,1.332746,0.634582,,,,
,,,,,,1.333244,0.635091,,,,
,,,,,,1.333743,0.635665,,,,
,,,,,,1.334242,0.636024,,,,
,,,,,,1.334742,0.636965,,,,
,,,,,,1.33524,0.637965,,,,
,,,,,,1.335739,0.637188,,,,
,,,,,,1.336238,0.635679,,,,
