gene;model
Q4DRJ0;F1
Q4DS72;F1
Q4DS96;F1
Q4DSA6;F1
Q4DSG8;F1
Q4DSL9;F1
Q4DSM0;F1
Q4DSQ9;F1
Q4DSV0;F1
Q4DT40;F1
Q4DT51;F1
Q4DT55;F1
Q4DT80;F1
Q4DTS3;F1
Q4DTT4;F1
Q4DTU7;F1
Q4DUA7;F1
Q4DUC0;F1
Q4DUD6;F1
Q4DUG7;F1
Q4DUL2;F1
Q4DUW3;F1
Q4DUX9;F1
Q4DUZ9;F1
Q4DV47;F1
Q4DV48;F1
Q4DVD6;F1
Q4DVG7;F1
Q4DVG9;F1
Q4DVQ6;F1
Q4DW45;F1
Q4DW96;F1
Q4DWC8;F1
Q4DWS2;F1
Q4DX74;F1
Q4DXB8;F1
Q4DXF4;F1
Q4DXU9;F1
Q4DXW5;F1
Q4DY20;F1
Q4DY22;F1
Q4DY59;F1
Q4DYC5;F1
Q4DYN3;F1
Q4DZ22;F1
Q4DZ30;F1
Q4DZ59;F1
Q4DZA1;F1
Q4DZZ7;F1
Q4E001;F1
Q4E031;F1
Q4E081;F1
Q4E0H3;F1
Q4E0H9;F1
Q4E0L0;F1
Q4E0P6;F1
Q4E0T6;F1
Q4E0V2;F1
Q4E1D1;F1
Q4E1R2;F1
Q4E267;F1
Q4E275;F1
Q4E2N0;F1
Q4E2N9;F1
Q4E2T4;F1
Q4E2X6;F1
Q4E2Z2;F1
Q4E358;F1
Q4E3B4;F1
Q4E3C0;F1
Q4E3E0;F1
Q4E3K9;F1
Q4E3M7;F1
Q4E433;F1
Q4E4C1;F1
Q4E4R5;F1
Q4E530;F1
Q4E5I1;F1
Q4E5K1;F1
Q4E5M3;F1
Q4E5N7;F1
Q4E5Z1;F1
Q4E649;F1
Q4E691;F1
Q4G0P3;F13
Q4JK59;F1
Q4KLH6;F1
Q4KLI2;F1
Q4L1J4;F1
Q4LBB6;F1
Q4LDE5;F7
Q4LDE5;F11
Q4LDE5;F10
Q4LDP4;F1
Q4TTC9;F1
Q4V3C5;F1
Q4V4S9;F1
Q4V7A4;F1
Q505K2;F1
Q52RG8;F1
Q535K8;F1
Q53P84;F1
Q53SF7;F1
Q54B22;F1
Q54B29;F1
Q54BD0;F1
Q54BH0;F1
Q54BK4;F1
Q54C23;F1
Q54C26;F1
Q54C59;F1
Q54C61;F1
Q54C75;F1
Q54C94;F1
Q54CE0;F1
Q54CQ8;F1
Q54CX4;F1
Q54DH8;F1
Q54DQ3;F1
Q54DU5;F1
Q54DV3;F1
Q54E42;F1
Q54E43;F1
Q54EF1;F1
Q54ER5;F1
Q54ET6;F1
Q54ET8;F1
Q54F07;F1
Q54F09;F1
Q54FF3;F1
Q54FR3;F1
Q54G38;F1
Q54G69;F1
Q54G94;F1
Q54GQ1;F1
Q54GX5;F1
Q54HA7;F1
Q54HF4;F1
Q54HS1;F1
Q54HS3;F1
Q54HW3;F1
Q54HX6;F1
Q54HY5;F1
Q54HZ8;F1
Q54I29;F1
Q54IB4;F1
Q54IB7;F1
Q54ID3;F1
Q54IZ9;F1
Q54J11;F1
Q54J30;F1
Q54J55;F1
Q54JD2;F1
Q54JG6;F1
Q54JR9;F1
Q54JT4;F1
Q54K42;F1
Q54K73;F1
Q54KK9;F1
Q54KN8;F1
Q54KT6;F1
Q54KW5;F1
Q54KX0;F1
Q54L05;F1
Q54L20;F1
Q54L49;F1
Q54LA6;F1
Q54LB3;F1
Q54LH1;F1
Q54LJ4;F1
Q54LK7;F1
Q54LQ0;F1
Q54LQ5;F1
Q54LU4;F1
Q54LU8;F1
Q54M77;F1
Q54MB1;F1
Q54MG1;F1
Q54MG4;F1
Q54MK9;F1
Q54N38;F1
Q54N52;F1
Q54NE5;F1
Q54NM0;F1
Q54NR5;F1
Q54P92;F1
Q54PB7;F1
Q54PF6;F1
Q54PM6;F1
Q54PP4;F1
Q54PQ1;F1
Q54PU3;F1
Q54QC0;F1
Q54QQ1;F1
Q54QR1;F1
Q54R63;F1
Q54R88;F1
Q54R92;F1
Q54RE6;F1
Q54RN4;F1
Q54RR9;F1
Q54S20;F1
Q54SC0;F1
Q54SG9;F1
Q54SH1;F1
Q54SI1;F1
Q54SJ0;F1
Q54SK5;F1
Q54SK9;F1
Q54SP4;F1
Q54SX5;F1
Q54SY2;F1
Q54SZ1;F1
Q54SZ7;F1
Q54T48;F1
Q54T92;F1
Q54TI3;F1
Q54U63;F1
Q54U88;F1
Q54UJ3;F1
Q54UK0;F1
Q54UW6;F1
Q54VA4;F1
Q54VI2;F1
Q54VK4;F1
Q54VP0;F1
Q54VR9;F1
Q54W13;F1
Q54W36;F1
Q54WB2;F1
Q54WH7;F1
Q54WN0;F1
Q54WQ2;F1
Q54WV6;F1
Q54WZ6;F1
Q54X21;F1
Q54X40;F1
Q54X94;F1
Q54XA2;F1
Q54XC2;F1
Q54XF8;F1
Q54XL4;F1
Q54XS8;F1
Q54Y04;F1
Q54Y97;F1
Q54YH4;F1
Q54YQ8;F1
Q54YT3;F1
Q54YU8;F1
Q54YV0;F1
Q54YZ9;F1
Q54ZA9;F1
Q54ZB5;F1
Q54ZE2;F1
Q54ZN0;F1
Q550L4;F1
Q551L6;F1
Q551X7;F1
Q552K7;F1
Q552S2;F1
Q552X7;F1
Q552Z5;F1
Q553A3;F1
Q553C0;F1
Q553G3;F1
Q555D2;F1
Q555L9;F1
Q555M9;F1
Q556B3;F1
Q556G7;F1
Q556N4;F1
Q556Z1;F1
Q55AF6;F1
Q55AI4;F1
Q55AN8;F1
Q55AX2;F1
Q55BF9;F1
Q55BJ8;F1
Q55BQ0;F1
Q55BR0;F1
Q55C49;F1
Q55C65;F1
Q55C68;F1
Q55C84;F1
Q55CA2;F1
Q55CF9;F1
Q55D20;F1
Q55D58;F1
Q55DN3;F1
Q55DZ3;F1
Q55ET1;F1
Q55FB8;F1
Q55FF5;F1
Q55FT4;F1
Q55FW0;F1
Q55FZ6;F1
Q55G49;F1
Q55G98;F1
Q55GF9;F1
Q55GG4;F1
Q55GN1;F1
Q55GR7;F1
Q55GV1;F1
Q55GV6;F1
Q55GZ3;F1
Q55H05;F1
Q55H61;F1
Q562F6;F1
Q566V3;F1
Q568E2;F1
Q568N4;F1
Q569L8;F1
Q56A40;F1
Q56X46;F1
Q57553;F1
Q57556;F1
Q57677;F1
Q57775;F1
Q57812;F1
Q57864;F1
Q57977;F1
Q58118;F1
Q58191;F1
Q58295;F1
Q58366;F1
Q58445;F1
Q58479;F1
Q58524;F1
Q58599;F1
Q58605;F1
Q58780;F1
Q58871;F1
Q58E00;F1
Q58EF9;F1
Q58G59;F1
Q59034;F1
Q59LX5;F1
Q59LY1;F1
Q59Q39;F1
Q59Q44;F1
Q59QB4;F1
Q59SE2;F1
Q59T47;F1
Q59TP1;F1
Q59UZ4;F1
Q59XL0;F1
Q59Z68;F1
Q5A016;F1
Q5A1F2;F1
Q5A2T3;F1
Q5A312;F1
Q5A398;F1
Q5A470;F1
Q5A741;F1
Q5A782;F1
Q5A8H9;F1
Q5A8N2;F1
Q5A936;F1
Q5AA33;F1
Q5AB69;F1
Q5AB88;F1
Q5ACL4;F1
Q5ADT0;F1
Q5AEC5;F1
Q5AHB5;F1
Q5AJU7;F1
Q5ALK1;F1
Q5ALV2;F1
Q5AMT3;F1
Q5ANA0;F1
Q5ANM7;F1
Q5AP87;F1
Q5BJE1;F1
Q5BPF3;F1
Q5CZC0;F17
Q5D862;F1
Q5DTJ9;F1
Q5DTT3;F1
Q5DTW7;F1
Q5EXX3;F1
Q5FWH6;F1
Q5H9F3;F1
Q5H9R4;F1
Q5HYC2;F1
Q5HZH2;F1
Q5I1X5;F1
Q5ICW6;F1
Q5JK37;F1
Q5JLR2;F1
Q5JN79;F1
Q5JQD7;F1
Q5JSZ5;F1
Q5JVS0;F1
Q5K373;F1
Q5KQN0;F1
Q5KTQ9;F1
Q5LJX8;F1
Q5M9G3;F1
Q5N941;F1
Q5NBD4;F1
Q5NBX1;F1
Q5NCB2;F1
Q5ND52;F1
Q5PPN4;F1
Q5PQQ2;F1
Q5PQS0;F1
Q5Q0C8;F1
Q5QD51;F1
Q5QNI2;F1
Q5RG20;F1
Q5RHP9;F1
Q5RI09;F1
Q5RIG3;F1
Q5RJK3;F1
Q5SN81;F1
Q5SNS6;F1
Q5SUF7;F1
Q5SUS0;F1
Q5SWP3;F1
Q5SZK8;F8
Q5T011;F4
Q5T0B9;F1
Q5T0Z8;F1
Q5T1H1;F7
Q5T1R4;F1
Q5T280;F1
Q5T3J3;F1
Q5T4S7;F7
Q5T4T6;F1
Q5T5U3;F1
Q5THK1;F1
Q5TYS4;F1
Q5TZ18;F1
Q5U2R4;F1
Q5U2Z2;F1
Q5U3I2;F1
Q5U3U6;F1
Q5U4C1;F1
Q5U4C3;F1
Q5UIP0;F1
Q5VN06;F1
Q5VPB9;F1
Q5VRG8;F1
Q5VRJ9;F1
Q5VS43;F1
Q5VST9;F14
Q5VST9;F21
Q5VT25;F1
Q5VU36;F1
Q5VUA4;F1
Q5VV67;F1
Q5VVP1;F1
Q5VWN6;F1
Q5VWQ8;F1
Q5VWT5;F1
Q5VYJ5;F1
Q5W0V3;F1
Q5W6U1;F1
Q5W7C0;F1
Q5XIV2;F1
Q5XJ56;F1
Q5XPJ6;F1
Q5XPJ9;F1
Q5XPK0;F1
Q5XX13;F1
Q5Z6F6;F1
Q5Z8R3;F1
Q5ZDX8;F1
Q5ZR42;F1
Q60700;F1
Q60795;F1
Q60929;F1
Q60974;F1
Q60980;F1
Q61103;F1
Q61115;F1
Q61191;F1
Q61193;F1
Q61194;F1
Q61282;F1
Q61286;F1
Q61464;F1
Q61532;F1
Q61687;F1
Q61738;F1
Q61739;F1
Q61818;F1
Q61982;F1
Q62066;F1
Q62470;F1
Q62627;F1
Q62886;F1
Q62956;F1
Q62976;F1
Q63014;F1
Q63258;F1
Q63358;F1
Q63364;F1
Q63425;F1
Q63625;F1
Q63755;F1
Q63796;F1
Q63850;F1
Q63ZW6;F1
Q64444;F1
Q651A9;F1
Q655M3;F1
Q656X7;F1
Q658L1;F1
Q65XI2;F1
Q65XK0;F1
Q65ZG6;F1
Q66GN9;F1
Q66H46;F1
Q66H54;F1
Q66HG6;F1
Q66ID3;F1
Q66JQ7;F1
Q66L44;F1
Q67FY2;F1
Q67FY3;F1
Q67U32;F1
Q67U98;F1
Q67UP1;F1
Q67UY4;F1
Q67VC7;F1
Q67W65;F1
Q67WK6;F1
Q67X46;F1
Q67X80;F1
Q685J3;F17
Q688S6;F1
Q688X5;F1
Q689G9;F1
Q68CJ9;F1
Q68DN1;F1
Q68DQ2;F5
Q68DQ2;F6
Q68DQ2;F1
Q68FD9;F1
Q68FE9;F1
Q68Y47;F1
Q69JZ8;F1
Q69Q42;F1
Q69ZA1;F1
Q69ZK6;F1
Q6A078;F1
Q6A098;F1
Q6AI39;F1
Q6AT41;F1
Q6AVD0;F1
Q6AWC2;F1
Q6AWG9;F1
Q6AXP1;F1
Q6AXS0;F1
Q6AXT0;F1
Q6AY32;F1
Q6AYF5;F1
Q6DBU2;F1
Q6DFV3;F1
Q6DFV5;F1
Q6DG75;F1
Q6DIB5;F1
Q6DIC6;F1
Q6E297;F1
Q6EP38;F1
Q6EPY7;F1
Q6ER21;F1
Q6ESN7;F1
Q6ESU2;F1
Q6ETK2;F1
Q6ETN5;F1
Q6EUT8;F1
Q6H3Z3;F1
Q6H4I7;F1
Q6H641;F1
Q6H793;F1
Q6H7J6;F1
Q6H7J8;F1
Q6I5G3;F1
Q6IE24;F1
Q6IFT4;F1
Q6IG03;F1
Q6IN84;F1
Q6IQ23;F1
Q6IR34;F1
Q6J4K2;F1
Q6K1C4;F1
Q6K2Y3;F1
Q6K3R5;F1
Q6K4Z1;F1
Q6K5K2;F1
Q6K6B0;F1
Q6K6X2;F1
Q6K6Z5;F1
Q6K7C9;F1
Q6K882;F1
Q6K8R5;F1
Q6MG48;F1
Q6MG72;F1
Q6MG90;F1
Q6MGC5;F1
Q6MWW6;F1
Q6MWY2;F1
Q6N021;F1
Q6NLH7;F1
Q6NPL4;F1
Q6NQZ5;F1
Q6NS59;F1
Q6NSR8;F1
Q6NTE5;F1
Q6NW63;F1
Q6NXL5;F1
Q6NYU2;F1
Q6NZN0;F1
Q6NZN1;F1
Q6P0Q8;F1
Q6P1W5;F1
Q6P3S6;F1
Q6P3W6;F1
Q6P5E4;F1
Q6P5H2;F1
Q6PAC4;F1
Q6PAL7;F1
Q6PB70;F1
Q6PCX9;F1
Q6PD62;F1
Q6PDH4;F1
Q6PF06;F1
Q6PG95;F1
Q6PGE4;F1
Q6PGQ7;F1
Q6PGY5;F1
Q6Q473;F1
Q6QI81;F1
Q6QIY3;F1
Q6R3K4;F1
Q6R3K6;F1
Q6R3K8;F1
Q6R3K9;F1
Q6R3L0;F1
Q6RFZ7;F1
Q6RHW0;F1
Q6RT24;F1
Q6SJ93;F1
Q6T4R5;F1
Q6TUG9;F1
Q6U841;F1
Q6UB98;F1
Q6UB99;F1
Q6UXX5;F1
Q6V4S5;F1
Q6VGS5;F1
Q6VPP3;F1
Q6W2J9;F1
Q6WRH9;F1
Q6WRI0;F1
Q6XFQ1;F1
Q6XFQ2;F1
Q6XFQ3;F1
Q6XFQ4;F1
Q6XHA6;F1
Q6YMR2;F1
Q6YW02;F1
Q6YXI2;F1
Q6YXZ1;F1
Q6YZW8;F1
Q6Z0P5;F1
Q6Z1Z8;F1
Q6Z2L2;F1
Q6Z527;F1
Q6Z7R3;F1
Q6Z8D4;F1
Q6Z8U6;F1
Q6Z9S4;F1
Q6ZAC7;F1
Q6ZC03;F1
Q6ZC54;F1
Q6ZCX1;F1
Q6ZDR7;F1
Q6ZG93;F1
Q6ZGM7;F1
Q6ZHF3;F1
Q6ZI17;F1
Q6ZJ41;F1
Q6ZJE6;F1
Q6ZL96;F1
Q6ZMQ8;F1
Q6ZPZ3;F1
Q6ZQ03;F1
Q6ZQN7;F1
Q6ZR54;F1
Q6ZRI0;F7
Q6ZRS2;F1
Q6ZRS2;F2
Q6ZRS2;F3
Q709C8;F1
Q70CQ2;F2
Q70EL1;F1
Q71RS6;F1
Q75GP2;F1
Q75J87;F1
Q75JG1;F1
Q75JR6;F1
Q75JZ0;F1
Q75KG9;F1
Q75LM0;F1
Q75N03;F1
Q75N90;F9
Q75N90;F7
Q75WE7;F1
Q76CY8;F1
Q76E23;F1
Q76NT0;F1
Q78DX7;F1
Q7F8V2;F1
Q7FAD5;F1
Q7FAI9;F1
Q7FU78;F1
Q7JM44;F1
Q7JP78;F1
Q7JUW8;F1
Q7JUX9;F1
Q7JWM6;F1
Q7K3S3;F1
Q7K480;F1
Q7K5N4;F1
Q7K6A4;F1
Q7KHG2;F1
Q7KRS9;F1
Q7KRY7;F1
Q7KSP9;F1
Q7KT68;F1
Q7KTF6;F1
Q7KTX8;F1
Q7KV35;F1
Q7L0Y3;F1
Q7LL00;F1
Q7PLW4;F1
Q7RTV0;F1
Q7RTX0;F1
Q7T3D1;F1
Q7TS75;F1
Q7TSC1;F1
Q7TSY8;F1
Q7X660;F1
Q7X7Y9;F1
Q7XB74;F1
Q7XHS7;F1
Q7XI09;F1
Q7XIV5;F1
Q7XKF4;F1
Q7XM15;F1
Q7XN54;F1
Q7XPQ0;F1
Q7XR00;F1
Q7XRV1;F1
Q7XRV2;F1
Q7XT07;F1
Q7XTT4;F1
Q7XUJ2;F1
Q7XUR1;F1
Q7XUZ3;F1
Q7Y0B2;F1
Q7Y166;F1
Q7Z3E2;F1
Q7Z407;F3
Q7Z408;F5
Q7Z4V0;F1
Q7Z589;F1
Q7Z5N4;F1
Q7Z5P9;F36
Q7Z5P9;F34
Q7Z5P9;F33
Q7Z5P9;F31
Q7Z5P9;F32
Q7Z5P9;F10
Q7Z6E9;F1
Q7Z6L1;F1
Q7Z6Z7;F6
Q7Z739;F1
Q7Z7A1;F1
Q7ZSY3;F1
Q7ZUV7;F1
Q7ZVJ6;F1
Q7ZW04;F1
Q7ZYZ6;F1
Q80T21;F1
Q80TH2;F1
Q80TN7;F1
Q80TS8;F1
Q80U49;F1
Q80U78;F1
Q80VA5;F1
Q80VL3;F1
Q80X08;F1
Q80X66;F1
Q80X82;F1
Q80X90;F1
Q80XC3;F1
Q80XP9;F1
Q80YE4;F1
Q80YR2;F1
Q80YX1;F1
Q810T2;F1
Q811L6;F1
Q811P8;F1
Q811Q2;F1
Q811X3;F1
Q84JQ9;F1
Q84JZ8;F1
Q84LK0;F1
Q84QV5;F1
Q84ST3;F1
Q84TX2;F1
Q84ZL0;F1
Q851K5;F1
Q867X0;F1
Q869T2;F1
Q86A16;F1
Q86AF3;F1
Q86B80;F1
Q86B87;F1
Q86B91;F1
Q86BS3;F1
Q86HL7;F1
Q86I16;F1
Q86I20;F1
Q86IF3;F1
Q86IV6;F1
Q86K67;F1
Q86KA9;F1
Q86KB4;F1
Q86KC8;F1
Q86KP6;F1
Q86KX8;F1
Q86MF0;F1
Q86UP3;F9
Q86UP3;F8
Q86UQ4;F3
Q86UU0;F1
Q86V15;F1
Q86V48;F1
Q86V87;F1
Q86VE0;F1
Q86VF7;F1
Q86VQ0;F1
Q86YA3;F1
Q86YZ3;F4
Q86YZ3;F7
Q86YZ3;F3
Q86YZ3;F6
Q86YZ3;F1
Q86YZ3;F2
Q86YZ3;F9
Q86YZ3;F8
Q86Z02;F1
Q8BG22;F1
Q8BG87;F1
Q8BGF0;F1
Q8BHP2;F1
Q8BI66;F1
Q8BIV1;F1
Q8BJD1;F1
Q8BLX7;F1
Q8BMA5;F1
Q8BMB0;F1
Q8BQ48;F1
Q8BTM8;F1
Q8BWD2;F1
Q8BZ21;F1
Q8BZ97;F1
Q8BZB3;F1
Q8C0X8;F1
Q8C1B2;F1
Q8C1Z8;F1
Q8C261;F1
Q8C341;F1
Q8C4A5;F1
Q8C5S7;F1
Q8C5U0;F1
Q8C5V8;F1
Q8C804;F1
Q8C9B9;F1
Q8C9X6;F1
Q8CBD1;F1
Q8CCE9;F1
Q8CCJ4;F1
Q8CDM8;F1
Q8CDV0;F1
Q8CFC2;F1
Q8CGM2;F1
Q8CH25;F1
Q8CHG7;F1
Q8CHP6;F1
Q8CI85;F1
Q8CIS0;F1
Q8CJF7;F1
Q8GS69;F1
Q8GT73;F1
Q8GTK1;F1
Q8GW63;F1
Q8GWE1;F1
Q8GYB4;F1
Q8GYL4;F1
Q8GYT1;F1
Q8GZ96;F1
Q8H0U5;F1
Q8H1F5;F1
Q8H991;F1
Q8I0U8;F1
Q8I1R1;F1
Q8I1V7;F1
Q8I1X1;F1
Q8I1X6;F1
Q8I259;F1
Q8I2A6;F1
Q8I2A9;F1
Q8I2R1;F1
Q8I2T2;F1
Q8I341;F1
Q8I363;F1
Q8I3B3;F1
Q8I3E5;F1
Q8I3H0;F1
Q8I3K0;F1
Q8I3L3;F1
Q8I3R5;F1
Q8I3S3;F1
Q8I3Z8;F1
Q8I430;F1
Q8I455;F1
Q8I461;F1
Q8I486;F1
Q8I4U7;F1
Q8I503;F1
Q8I515;F1
Q8I519;F1
Q8I520;F1
Q8I531;F1
Q8I551;F1
Q8I583;F1
Q8I5G2;F1
Q8I5I9;F1
Q8I5J1;F1
Q8I5J6;F1
Q8I5K8;F1
Q8I5L5;F1
Q8I5N1;F1
Q8I5X5;F1
Q8I7I5;F1
Q8I7M8;F1
Q8IAM1;F1
Q8IAP8;F1
Q8IAU3;F1
Q8IAV2;F1
Q8IAY4;F1
Q8IB40;F1
Q8IB49;F1
Q8IBB0;F1
Q8IBH2;F1
Q8IBK6;F1
Q8IBL5;F1
Q8IBN0;F1
Q8IBQ8;F1
Q8IBR9;F1
Q8IBU8;F1
Q8IBX1;F1
Q8IBX2;F1
Q8ID22;F1
Q8ID37;F1
Q8IDH3;F1
Q8IDS1;F1
Q8IDZ2;F1
Q8IE03;F1
Q8IEA7;F1
Q8IEE4;F1
Q8IEJ4;F1
Q8IFQ5;F1
Q8IFX6;F1
Q8IHP3;F1
Q8IHR5;F1
Q8IHV6;F1
Q8IHW5;F1
Q8IHX2;F1
Q8II21;F1
Q8II97;F1
Q8IIG0;F1
Q8IIH6;F1
Q8IIJ6;F1
Q8IIL1;F1
Q8IIT5;F1
Q8IIZ5;F1
Q8IJ98;F1
Q8IJB2;F1
Q8IJC0;F1
Q8IJF2;F1
Q8IJF4;F1
Q8IJI4;F1
Q8IJL2;F1
Q8IJP6;F1
Q8IJQ2;F1
Q8IJQ4;F1
Q8IJQ6;F1
Q8IJV3;F1
Q8IJW3;F1
Q8IK01;F1
Q8IK09;F1
Q8IKF7;F1
Q8IKM8;F1
Q8IKS2;F1
Q8IKV6;F1
Q8IKX2;F1
Q8IKZ0;F1
Q8IL19;F1
Q8IL44;F1
Q8IL55;F1
Q8IL57;F1
Q8ILA2;F1
Q8ILC5;F1
Q8ILD7;F1
Q8ILJ1;F1
Q8ILJ4;F1
Q8ILJ8;F1
Q8ILL5;F1
Q8ILV8;F1
Q8IM18;F1
Q8IMV4;F1
Q8IMV6;F1
Q8INM3;F1
Q8INR6;F1
Q8IPP9;F1
Q8IQ10;F1
Q8IQI0;F1
Q8IQI3;F1
Q8IQT4;F1
Q8IR09;F1
Q8IR10;F1
Q8IR92;F1
Q8IRB3;F1
Q8IRL0;F1
Q8IRP4;F1
Q8IRW8;F1
Q8IVF2;F11
Q8IVF2;F10
Q8IVF2;F12
Q8IVF2;F15
Q8IVF2;F22
Q8IVF2;F14
Q8IVF2;F16
Q8IVF2;F1
Q8IVF2;F17
Q8IVF2;F19
Q8IVF2;F20
Q8IVF2;F2
Q8IVF2;F18
Q8IVF2;F8
Q8IVF2;F4
Q8IVF2;F5
Q8IVF2;F6
Q8IVL0;F1
Q8IVL1;F1
Q8IWI9;F6
Q8IWI9;F1
Q8IWN7;F1
Q8IWZ3;F1
Q8IYA8;F1
Q8IYX7;F1
Q8IZD2;F1
Q8IZF6;F5
Q8IZF6;F4
Q8IZF6;F2
Q8IZF6;F1
Q8IZF6;F7
Q8IZT6;F5
Q8IZT6;F9
Q8IZT6;F8
Q8IZT6;F6
Q8IZT6;F7
Q8JHV6;F1
Q8K119;F1
Q8K327;F1
Q8K3F6;F1
Q8K3Q3;F1
Q8K4B0;F1
Q8K4G1;F1
Q8K4G5;F1
Q8K4L3;F1
Q8K4P0;F1
Q8K4Q9;F1
Q8K596;F1
Q8L636;F1
Q8L783;F1
Q8L7S0;F1
Q8L817;F1
Q8LK56;F1
Q8LN68;F1
Q8LNU2;F1
Q8LPF0;F1
Q8MLV0;F1
Q8MMZ9;F1
Q8MQ86;F1
Q8MRQ2;F1
Q8MS78;F1
Q8MSX1;F1
Q8MXH4;F1
Q8N1Q1;F1
Q8N2S1;F1
Q8N350;F1
Q8N3K9;F13
Q8N3K9;F9
Q8N5C7;F1
Q8N5G2;F1
Q8N612;F1
Q8N660;F1
Q8N6L0;F1
Q8N7X1;F1
Q8N7Z5;F1
Q8NB90;F1
Q8NBA8;F1
Q8NCU4;F1
Q8ND83;F1
Q8NDV7;F1
Q8NE35;F1
Q8NET4;F1
Q8NEZ4;F19
Q8NEZ4;F9
Q8NFC6;F6
Q8NFC6;F7
Q8NFC6;F10
Q8NFC6;F4
Q8NFC6;F8
Q8NFD5;F1
Q8NFF2;F1
Q8NFU7;F1
Q8NG31;F1
Q8R0A7;F1
Q8R0C3;F1
Q8R0W1;F1
Q8R151;F1
Q8R1F1;F1
Q8R409;F1
Q8R4I1;F1
Q8R4U7;F1
Q8R5K2;F1
Q8RWC3;F1
Q8RWH9;F1
Q8RWZ0;F1
Q8RY15;F1
Q8RY73;F1
Q8S1V7;F1
Q8S2I4;F1
Q8S3D5;F1
Q8S4P6;F1
Q8SY41;F1
Q8SZV0;F1
Q8T0M4;F1
Q8TBC5;F1
Q8TBZ6;F1
Q8TC92;F1
Q8TCU4;F1
Q8TCU4;F15
Q8TCU4;F11
Q8TCU4;F14
Q8TCU4;F12
Q8TCU4;F10
Q8TCU4;F6
Q8TCU4;F4
Q8TCU4;F3
Q8TD17;F1
Q8TD26;F8
Q8TD26;F5
Q8TDM6;F1
Q8TDY4;F1
Q8TE23;F1
Q8TE59;F1
Q8TE82;F1
Q8TEP8;F1
Q8TF17;F1
Q8TF39;F1
Q8TF72;F1
Q8TF74;F1
Q8VBT6;F1
Q8VBW5;F1
Q8VCZ7;F1
Q8VD63;F1
Q8VDP4;F1
Q8VDU0;F1
Q8VHB5;F1
Q8VHD8;F1
Q8VHG2;F1
Q8VHI4;F1
Q8VY05;F1
Q8VZ22;F1
Q8VZM7;F1
Q8W497;F1
Q8W4C3;F1
Q8W4I9;F1
Q8WT46;F1
Q8WTL8;F1
Q8WU20;F1
Q8WUY3;F4
Q8WUY3;F3
Q8WUY3;F7
Q8WUY3;F8
Q8WUY3;F5
Q8WV44;F1
Q8WVS4;F1
Q8WXH0;F8
Q8WXI7;F32
Q8WXI7;F19
Q8WXI7;F42
Q8WXI7;F47
Q8WXI7;F2
Q8WXI7;F8
Q8WXI7;F1
Q8WXI7;F6
Q8WXI7;F3
Q8WXI7;F36
Q8WXI7;F37
Q8WXI7;F9
Q8WXI7;F57
Q8WXI7;F26
Q8WXI7;F51
Q8WXI7;F7
Q8WXI7;F17
Q8WXI7;F31
Q8WXI7;F46
Q8WXI7;F60
Q8WXI7;F18
Q8WXI7;F15
Q8WXI7;F23
Q8WXI7;F20
Q8WXI7;F49
Q8WXI7;F24
Q8WXI7;F33
Q8WXI7;F22
Q8WXI7;F40
Q8WXI7;F28
Q8WXI7;F21
Q8WXI7;F35
Q8WXI7;F43
Q8WXI7;F39
Q8WXI7;F50
Q8WXI7;F34
Q8WXI7;F52
Q8WXI7;F14
Q8WXI7;F5
Q8WXI7;F11
Q8WXI7;F13
Q8WXI7;F10
Q8WYB5;F1
Q8WZ42;F50
Q8WZ42;F55
Q8WZ42;F54
Q8WZ42;F51
Q8WZ42;F49
Q8WZ42;F56
Q8WZ42;F61
Q8WZ42;F74
Q8WZ42;F155
Q8WZ42;F156
Q8WZ42;F60
Q8WZ42;F8
Q8WZ42;F48
Q8WZ42;F53
Q8WZ42;F2
Q8WZ74;F1
Q8WZ75;F1
Q90421;F1
Q90ZE2;F1
Q91VN1;F1
Q91X83;F1
Q91XJ1;F1
Q91XW9;F1
Q91Z58;F1
Q91ZB0;F1
Q91ZR5;F1
Q91ZV0;F1
Q92051;F1
Q921S7;F1
Q92359;F1
Q923K1;F1
Q924A2;F1
Q924H7;F1
Q92560;F1
Q92576;F1
Q92585;F1
Q925D8;F1
Q925J9;F1
Q925Q3;F1
Q92766;F1
Q92793;F1
Q92794;F1
Q92954;F1
Q92979;F1
Q93073;F1
Q93227;F1
Q93520;F1
Q93644;F1
Q93YV5;F1
Q93Z37;F1
Q94012;F1
Q940Y9;F1
Q941V3;F1
Q94248;F1
Q944L3;F1
Q949U2;F1
Q94KE2;F1
Q95Q52;F1
Q95Q77;F1
Q95Q95;F1
Q95QG4;F1
Q95V25;F1
Q95V55;F1
Q95X18;F1
Q95XW8;F1
Q961J0;F1
Q965R5;F1
Q965V9;F1
Q96AA8;F1
Q96C00;F1
Q96D09;F1
Q96DN2;F1
Q96EK2;F1
Q96G01;F1
Q96GM8;F1
Q96HA1;F1
Q96HC4;F1
Q96JG9;F1
Q96JG9;F14
Q96JG9;F5
Q96JG9;F8
Q96JG9;F9
Q96JK9;F1
Q96JP2;F1
Q96L73;F1
Q96L91;F2
Q96L96;F1
Q96M63;F1
Q96PC5;F1
Q96PE2;F1
Q96PZ7;F6
Q96QU1;F1
Q96RL1;F1
Q96RN1;F1
Q96RV3;F1
Q96RW7;F19
Q96RY5;F1
Q96S65;F1
Q96T23;F1
Q96T58;F12
